DateTime,PM10 µg/m³,PM2.5 µg/m³,NO µg/m³,NO2 µg/m³,CO mg/m³,O µg/m³,Passive_Cigarette,Over_PM25_Limit,Month
2018-09-18,44.0,26.0,62.7,48.6,0.8,53.6,1.2,1,9
2018-09-19,50.0,29.0,66.5,43.8,0.9,53.4,1.3,1,9
2018-09-20,50.0,30.0,93.4,76.1,0.9,55.0,1.4,1,9
2018-09-21,50.0,32.0,106.1,76.6,0.9,56.0,1.5,1,9
2018-09-22,36.0,18.0,50.7,40.2,0.7,83.4,0.8,0,9
2018-09-23,29.0,13.0,39.8,27.9,0.6,65.8,0.6,0,9
2018-09-24,23.0,7.0,55.7,34.1,0.6,55.0,0.3,0,9
2018-09-25,25.0,10.0,59.6,35.3,0.6,48.7,0.5,0,9
2018-09-26,27.0,10.0,62.3,39.5,0.6,51.4,0.5,0,9
2018-09-27,50.0,22.0,135.2,80.1,0.9,32.4,1.0,0,9
2018-09-28,53.0,21.0,192.1,98.8,1.3,25.1,1.0,0,9
2018-09-29,42.0,20.0,92.2,64.1,0.8,46.6,0.9,0,9
2018-09-30,28.0,11.0,45.2,30.2,0.6,61.4,0.5,0,9
2018-10-01,22.0,13.0,69.1,45.9,0.7,30.7,0.6,0,10
2018-10-02,18.0,6.0,71.5,45.7,0.8,36.2,0.3,0,10
2018-10-03,43.0,27.0,99.7,63.2,0.9,25.6,1.2,1,10
2018-10-04,58.0,38.0,116.4,68.3,1.0,23.9,1.7,1,10
2018-10-05,46.0,25.0,103.2,61.3,0.8,27.6,1.1,1,10
2018-10-06,49.0,33.0,73.4,50.1,0.8,28.0,1.5,1,10
2018-10-07,36.0,25.0,54.3,37.9,0.8,31.5,1.1,1,10
2018-10-08,43.0,32.0,83.8,54.1,0.8,30.8,1.5,1,10
2018-10-09,52.0,40.0,,,,23.8,1.8,1,10
2018-10-10,62.0,26.0,,,,34.0,1.2,1,10
2018-10-11,55.0,40.0,,,,26.0,1.8,1,10
2018-10-12,39.0,31.0,74.4,51.1,1.0,25.1,1.4,1,10
2018-10-13,63.0,48.0,101.9,56.2,1.0,23.5,2.2,1,10
2018-10-14,57.0,46.0,64.0,47.5,0.8,41.5,2.1,1,10
2018-10-15,56.0,42.0,78.3,52.1,0.9,41.3,1.9,1,10
2018-10-16,54.0,41.0,82.0,48.9,0.8,38.0,1.9,1,10
2018-10-17,67.0,48.0,98.5,58.0,1.0,19.7,2.2,1,10
2018-10-18,67.0,52.0,143.4,69.9,1.2,15.7,2.4,1,10
2018-10-19,61.0,39.0,121.3,66.8,1.0,17.2,1.8,1,10
2018-10-20,71.0,49.0,107.6,64.5,1.0,25.1,2.2,1,10
2018-10-21,68.0,51.0,84.0,46.8,0.8,34.0,2.3,1,10
2018-10-22,25.0,10.0,68.9,46.3,0.7,36.8,0.5,0,10
2018-10-23,45.0,27.0,106.5,63.0,0.9,17.8,1.2,1,10
2018-10-24,23.0,10.0,73.1,42.7,0.8,25.3,0.5,0,10
2018-10-25,66.0,38.0,76.2,49.7,0.8,25.7,1.7,1,10
2018-10-26,35.0,14.0,84.9,47.1,0.8,16.5,0.6,0,10
2018-10-27,27.0,16.0,54.3,33.1,0.6,20.0,0.7,0,10
2018-10-28,14.0,8.0,42.4,27.0,0.6,34.5,0.4,0,10
2018-10-29,14.0,9.0,42.1,27.0,0.5,33.9,0.4,0,10
2018-10-30,17.0,4.0,60.2,35.2,0.6,32.3,0.2,0,10
2018-10-31,20.0,11.0,93.2,46.7,0.8,12.2,0.5,0,10
2018-11-01,17.0,9.0,52.7,32.2,0.7,28.5,0.4,0,11
2018-11-02,28.0,13.0,101.5,42.8,1.0,3.6,0.6,0,11
2018-11-03,15.0,8.0,78.6,42.4,0.9,9.1,0.4,0,11
2018-11-04,25.0,12.0,76.5,35.1,0.9,7.9,0.5,0,11
2018-11-05,20.0,11.0,75.3,42.4,0.8,16.2,0.5,0,11
2018-11-06,18.0,10.0,60.5,36.8,0.7,19.0,0.5,0,11
2018-11-07,22.0,14.0,69.6,43.2,0.8,20.9,0.6,0,11
2018-11-08,23.0,16.0,94.7,55.1,0.9,12.1,0.7,0,11
2018-11-09,29.0,22.0,99.2,53.5,0.9,8.6,1.0,0,11
2018-11-10,37.0,27.0,85.0,39.5,0.8,11.4,1.2,1,11
2018-11-11,35.0,26.0,52.4,31.9,0.7,21.8,1.2,1,11
2018-11-12,27.0,14.0,87.1,43.3,1.0,6.5,0.6,0,11
2018-11-13,33.0,22.0,80.3,36.2,0.9,6.6,1.0,0,11
2018-11-14,54.0,32.0,116.4,48.8,0.9,3.9,1.5,1,11
2018-11-15,66.0,42.0,107.3,47.3,0.8,3.7,1.9,1,11
2018-11-16,33.0,22.0,76.8,41.0,0.6,14.8,1.0,0,11
2018-11-17,24.0,16.0,71.0,42.3,0.5,20.4,0.7,0,11
2018-11-18,22.0,11.0,53.6,35.0,0.5,33.3,0.5,0,11
2018-11-19,36.0,25.0,89.4,48.4,0.6,12.1,1.1,1,11
2018-11-20,30.0,24.0,83.7,39.8,0.7,11.9,1.1,0,11
2018-11-21,36.0,27.0,108.8,41.5,1.0,3.9,1.2,1,11
2018-11-22,46.0,34.0,151.1,53.7,1.0,3.4,1.5,1,11
2018-11-23,42.0,34.0,150.3,54.4,0.9,3.3,1.5,1,11
2018-11-24,17.0,12.0,75.7,41.6,0.8,8.5,0.5,0,11
2018-11-25,32.0,14.0,71.8,38.3,0.9,6.4,0.6,0,11
2018-11-26,32.0,19.0,88.0,44.4,0.9,10.1,0.9,0,11
2018-11-27,43.0,29.0,173.7,59.1,1.2,4.5,1.3,1,11
2018-11-28,50.0,31.0,203.5,63.7,1.2,7.2,1.4,1,11
2018-11-29,45.0,20.0,110.3,51.4,0.9,6.3,0.9,0,11
2018-11-30,59.0,44.0,122.8,51.4,1.1,4.3,2.0,1,11
2018-12-01,72.0,57.0,136.5,51.0,1.2,3.8,2.6,1,12
2018-12-02,,57.0,93.6,42.7,1.3,4.8,2.6,1,12
2018-12-03,,62.0,143.6,52.9,1.4,4.3,2.8,1,12
2018-12-04,,,204.3,61.3,1.8,4.3,,0,12
2018-12-05,76.0,60.0,246.3,68.4,1.7,4.0,2.7,1,12
2018-12-06,51.0,48.0,125.8,52.6,1.3,4.3,2.2,1,12
2018-12-07,81.0,70.0,243.4,64.6,1.7,3.3,3.2,1,12
2018-12-08,28.0,19.0,108.3,51.0,1.3,18.8,0.9,0,12
2018-12-09,34.0,27.0,90.8,50.3,1.2,9.1,1.2,1,12
2018-12-10,13.0,6.0,68.5,42.4,1.0,30.0,0.3,0,12
2018-12-11,23.0,12.0,125.8,57.9,1.2,20.4,0.5,0,12
2018-12-12,38.0,24.0,185.1,70.9,1.4,5.5,1.1,0,12
2018-12-13,34.0,21.0,106.0,55.6,1.1,9.4,1.0,0,12
2018-12-14,37.0,15.0,108.1,49.9,1.1,10.7,0.7,0,12
2018-12-15,62.0,50.0,163.7,60.7,1.6,6.5,2.3,1,12
2018-12-16,77.0,66.0,138.2,58.7,1.5,3.9,3.0,1,12
2018-12-17,72.0,51.0,116.3,52.2,1.6,4.4,2.3,1,12
2018-12-18,87.0,68.0,210.9,59.7,1.9,3.1,3.1,1,12
2018-12-19,61.0,49.0,256.1,70.6,1.8,3.2,2.2,1,12
2018-12-20,35.0,29.0,102.1,55.0,1.5,5.7,1.3,1,12
2018-12-21,43.0,34.0,121.1,49.5,1.7,4.0,1.5,1,12
2018-12-22,44.0,34.0,125.1,51.4,1.9,4.3,1.5,1,12
2018-12-23,45.0,37.0,135.0,48.8,1.6,3.5,1.7,1,12
2018-12-24,38.0,34.0,152.9,48.2,1.9,6.0,1.5,1,12
2018-12-25,40.0,32.0,137.8,49.1,1.8,4.8,1.5,1,12
2018-12-26,42.0,38.0,83.8,37.5,1.5,4.9,1.7,1,12
2018-12-27,60.0,52.0,164.0,49.8,1.9,3.2,2.4,1,12
2018-12-28,73.0,58.0,227.5,65.2,2.2,3.2,2.6,1,12
2018-12-29,88.0,67.0,312.0,83.1,2.5,4.3,3.0,1,12
2018-12-30,59.0,47.0,174.6,63.2,2.0,9.5,2.1,1,12
2018-12-31,59.0,48.0,122.2,57.6,1.6,6.1,2.2,1,12
2019-01-01,95.0,65.0,98.6,47.3,1.8,5.1,3.0,1,1
2019-01-02,24.0,17.0,73.0,37.8,1.4,27.9,0.8,0,1
2019-01-03,23.0,12.0,96.8,51.7,1.4,23.2,0.5,0,1
2019-01-04,51.0,35.0,195.4,77.0,1.8,5.0,1.6,1,1
2019-01-05,73.0,55.0,233.3,82.1,2.1,5.5,2.5,1,1
2019-01-06,75.0,56.0,188.4,69.7,2.2,8.1,2.5,1,1
2019-01-07,96.0,77.0,187.5,69.5,2.3,5.7,3.5,1,1
2019-01-08,109.0,84.0,197.8,67.3,2.4,3.2,3.8,1,1
2019-01-09,33.0,24.0,91.8,45.2,1.7,20.3,1.1,0,1
2019-01-10,26.0,14.0,108.3,51.0,1.6,17.3,0.6,0,1
2019-01-11,40.0,24.0,168.7,61.9,1.9,9.3,1.1,0,1
2019-01-12,62.0,44.0,231.9,79.3,2.2,4.4,2.0,1,1
2019-01-13,79.0,60.0,204.9,73.4,2.5,3.9,2.7,1,1
2019-01-14,23.0,14.0,72.5,42.4,1.5,27.9,0.6,0,1
2019-01-15,34.0,17.0,150.3,62.0,0.9,16.7,0.8,0,1
2019-01-16,60.0,34.0,253.9,82.4,1.3,5.6,1.5,1,1
2019-01-17,54.0,41.0,108.2,49.0,0.8,9.4,1.9,1,1
2019-01-18,49.0,37.0,119.5,50.3,0.9,5.1,1.7,1,1
2019-01-19,22.0,18.0,53.6,33.8,0.5,26.6,0.8,0,1
2019-01-20,51.0,42.0,102.7,50.4,0.8,9.7,1.9,1,1
2019-01-21,78.0,39.0,175.0,65.6,1.2,4.5,1.8,1,1
2019-01-22,78.0,62.0,195.6,73.2,1.3,5.2,2.8,1,1
2019-01-23,55.0,43.0,148.8,57.4,1.0,8.8,2.0,1,1
2019-01-24,71.0,64.0,140.5,57.1,1.1,9.7,2.9,1,1
2019-01-25,66.0,50.0,212.5,71.4,1.3,6.1,2.3,1,1
2019-01-26,86.0,70.0,203.5,80.0,1.3,5.0,3.2,1,1
2019-01-27,75.0,64.0,89.2,54.4,0.9,4.6,2.9,1,1
2019-01-28,54.0,43.0,103.7,53.0,1.0,9.0,2.0,1,1
2019-01-29,58.0,44.0,150.6,61.0,1.1,6.2,2.0,1,1
2019-01-30,31.0,25.0,92.9,51.3,0.8,8.3,1.1,1,1
2019-01-31,51.0,41.0,133.6,53.3,1.0,4.1,1.9,1,1
2019-02-01,31.0,26.0,128.9,58.6,1.1,6.1,1.2,1,2
2019-02-02,39.0,32.0,115.1,52.9,1.1,4.2,1.5,1,2
2019-02-03,33.0,29.0,91.7,46.2,1.1,6.9,1.3,1,2
2019-02-04,38.0,30.0,170.3,62.2,1.3,9.1,1.4,1,2
2019-02-05,54.0,36.0,194.9,74.3,1.5,6.2,1.6,1,2
2019-02-06,70.0,44.0,244.1,85.3,1.8,5.9,2.0,1,2
2019-02-07,83.0,57.0,280.7,88.7,1.9,3.4,2.6,1,2
2019-02-08,95.0,59.0,347.3,102.6,2.2,4.0,2.7,1,2
2019-02-09,72.0,53.0,182.1,75.4,1.6,12.2,2.4,1,2
2019-02-10,74.0,62.0,87.5,51.6,1.4,5.3,2.8,1,2
2019-02-11,28.0,21.0,62.8,40.6,1.1,27.7,1.0,0,2
2019-02-12,20.0,12.0,81.8,48.3,1.1,32.2,0.5,0,2
2019-02-13,35.0,14.0,94.2,55.3,1.2,17.9,0.6,0,2
2019-02-14,69.0,45.0,189.7,74.8,1.7,12.7,2.0,1,2
2019-02-15,87.0,62.0,189.8,78.5,1.7,8.3,2.8,1,2
2019-02-16,96.0,74.0,138.2,69.0,1.6,12.0,3.4,1,2
2019-02-17,96.0,71.0,175.8,76.0,1.9,17.1,3.2,1,2
2019-02-18,60.0,41.0,88.9,57.9,1.4,38.6,1.9,1,2
2019-02-19,34.0,21.0,60.2,42.9,1.2,44.9,1.0,0,2
2019-02-20,72.0,53.0,106.0,55.7,1.4,18.5,2.4,1,2
2019-02-21,94.0,69.0,131.4,66.9,1.6,14.6,3.1,1,2
2019-02-22,92.0,63.0,122.6,63.5,1.6,18.0,2.9,1,2
2019-02-23,51.0,33.0,69.2,43.0,1.3,31.0,1.5,1,2
2019-02-24,33.0,21.0,58.6,42.6,1.2,35.4,1.0,0,2
2019-02-25,75.0,48.0,154.3,74.3,1.7,14.5,2.2,1,2
2019-02-26,72.0,39.0,182.7,78.5,2.0,13.1,1.8,1,2
2019-02-27,79.0,44.0,231.2,90.8,2.3,12.1,2.0,1,2
2019-02-28,64.0,42.0,121.5,57.9,1.7,31.0,1.9,1,2
2019-03-01,59.0,38.0,78.4,48.6,1.5,42.5,1.7,1,3
2019-03-02,53.0,34.0,99.6,61.3,1.6,20.5,1.5,1,3
2019-03-03,46.0,29.0,76.9,49.4,1.6,37.3,1.3,1,3
2019-03-04,42.0,24.0,132.4,59.5,1.7,19.5,1.1,0,3
2019-03-05,35.0,19.0,116.4,60.5,1.8,18.1,0.9,0,3
2019-03-06,52.0,31.0,102.2,59.2,1.7,13.6,1.4,1,3
2019-03-07,51.0,29.0,69.2,43.3,1.6,26.9,1.3,1,3
2019-03-08,39.0,22.0,82.8,43.5,1.8,30.3,1.0,0,3
2019-03-09,28.0,10.0,52.5,35.1,1.5,51.5,0.5,0,3
2019-03-10,28.0,12.0,45.9,32.0,1.6,46.5,0.5,0,3
2019-03-11,15.0,8.0,58.2,35.0,1.6,43.5,0.4,0,3
2019-03-12,17.0,8.0,60.0,38.8,1.5,54.8,0.4,0,3
2019-03-13,26.0,11.0,64.6,41.7,1.6,48.5,0.5,0,3
2019-03-14,33.0,18.0,82.2,49.9,1.8,32.9,0.8,0,3
2019-03-15,22.0,8.0,64.6,42.8,1.7,37.1,0.4,0,3
2019-03-16,23.0,7.0,44.9,30.5,1.7,38.9,0.3,0,3
2019-03-17,35.0,14.0,46.8,34.4,1.7,42.5,0.6,0,3
2019-03-18,15.0,7.0,51.8,32.6,1.2,55.1,0.3,0,3
2019-03-19,,,50.0,33.3,0.5,49.8,,0,3
2019-03-20,26.0,17.0,65.1,44.0,0.5,44.2,0.8,0,3
2019-03-21,40.0,22.0,74.3,49.5,0.6,41.4,1.0,0,3
2019-03-22,54.0,33.0,110.4,65.1,0.9,34.7,1.5,1,3
2019-03-23,60.0,41.0,125.9,74.1,1.0,35.0,1.9,1,3
2019-03-24,52.0,34.0,96.8,62.2,1.0,49.1,1.5,1,3
2019-03-25,33.0,20.0,45.8,32.8,0.6,79.1,0.9,0,3
2019-03-26,19.0,10.0,46.2,31.6,0.6,61.2,0.5,0,3
2019-03-27,22.0,12.0,56.1,38.7,0.6,51.1,0.5,0,3
2019-03-28,29.0,12.0,57.1,39.5,0.6,47.0,0.5,0,3
2019-03-29,35.0,19.0,66.8,47.1,0.7,43.8,0.9,0,3
2019-03-30,50.0,32.0,85.2,57.1,0.8,46.9,1.5,1,3
2019-03-31,52.0,33.0,77.8,58.7,0.8,58.4,1.5,1,3
2019-04-01,55.0,33.0,89.0,64.9,0.9,52.6,1.5,1,4
2019-04-02,51.0,33.0,83.9,63.0,0.5,59.2,1.5,1,4
2019-04-03,30.0,20.0,81.1,56.2,0.4,53.8,0.9,0,4
2019-04-04,17.0,11.0,68.0,47.3,0.4,47.2,0.5,0,4
2019-04-05,19.0,13.0,73.1,50.7,0.5,45.3,0.6,0,4
2019-04-06,30.0,20.0,59.3,44.3,0.4,62.7,0.9,0,4
2019-04-07,25.0,16.0,42.1,34.4,0.4,64.2,0.7,0,4
2019-04-08,23.0,15.0,71.5,48.7,0.5,52.1,0.7,0,4
2019-04-09,20.0,13.0,63.9,47.8,0.5,72.0,0.6,0,4
2019-04-10,28.0,18.0,82.6,57.5,0.6,53.1,0.8,0,4
2019-04-11,20.0,13.0,61.8,48.0,0.5,41.8,0.6,0,4
2019-04-12,24.0,10.0,77.9,52.5,0.6,43.8,0.5,0,4
2019-04-13,29.0,18.0,55.4,36.9,0.5,50.1,0.8,0,4
2019-04-14,11.0,8.0,51.6,39.3,0.5,,0.4,0,4
2019-04-15,16.0,9.0,80.0,50.5,0.7,,0.4,0,4
2019-04-16,22.0,21.0,79.7,59.5,0.7,,1.0,0,4
2019-04-17,41.0,29.0,116.2,82.1,0.8,78.8,1.3,1,4
2019-04-18,40.0,24.0,87.0,66.1,0.7,62.4,1.1,0,4
2019-04-19,30.0,17.0,69.6,53.4,0.5,79.3,0.8,0,4
2019-04-20,31.0,20.0,68.4,57.2,0.5,71.1,0.9,0,4
2019-04-21,21.0,13.0,44.4,38.6,0.4,88.2,0.6,0,4
2019-04-22,25.0,15.0,34.8,28.3,0.4,91.7,0.7,0,4
2019-04-23,10.0,6.0,57.9,40.8,0.4,51.6,0.3,0,4
2019-04-24,20.0,9.0,56.9,40.9,0.5,42.1,0.4,0,4
2019-04-25,36.0,19.0,50.4,37.7,0.5,37.2,0.9,0,4
2019-04-26,29.0,12.0,46.2,36.5,0.4,58.8,0.5,0,4
2019-04-27,15.0,9.0,47.8,39.2,0.4,64.2,0.4,0,4
2019-04-28,12.0,9.0,40.0,31.9,0.3,74.8,0.4,0,4
2019-04-29,13.0,7.0,48.6,37.2,0.4,64.0,0.3,0,4
2019-04-30,25.0,9.0,79.9,54.8,0.5,57.2,0.4,0,4
2019-05-01,19.0,8.0,47.5,40.0,0.4,75.9,0.4,0,5
2019-05-02,19.0,7.0,40.5,33.0,0.5,82.7,0.3,0,5
2019-05-03,17.0,7.0,61.2,44.5,0.5,53.7,0.3,0,5
2019-05-04,18.0,15.0,50.1,38.5,0.5,64.4,0.7,0,5
2019-05-05,10.0,6.0,36.3,29.6,0.4,68.6,0.3,0,5
2019-05-06,17.0,9.0,65.2,47.0,0.5,57.9,0.4,0,5
2019-05-07,13.0,9.0,58.1,43.6,0.6,65.0,0.4,0,5
2019-05-08,26.0,14.0,76.2,49.5,0.8,45.0,0.6,0,5
2019-05-09,15.0,9.0,56.6,43.2,0.9,60.8,0.4,0,5
2019-05-10,34.0,20.0,69.3,51.5,1.0,57.5,0.9,0,5
2019-05-11,27.0,13.0,48.7,38.5,0.9,59.9,0.6,0,5
2019-05-12,12.0,7.0,28.2,24.6,0.7,58.1,0.3,0,5
2019-05-13,15.0,7.0,58.1,42.5,0.7,47.6,0.3,0,5
2019-05-14,24.0,14.0,71.3,44.4,0.8,53.6,0.6,0,5
2019-05-15,17.0,9.0,49.6,34.7,0.8,64.5,0.4,0,5
2019-05-16,24.0,14.0,59.8,44.0,1.0,57.6,0.6,0,5
2019-05-17,23.0,14.0,57.6,41.0,0.8,51.9,0.6,0,5
2019-05-18,13.0,10.0,51.7,38.2,0.5,45.0,0.5,0,5
2019-05-19,14.0,15.0,38.4,33.1,0.5,46.4,0.7,0,5
2019-05-20,17.0,12.0,49.3,38.5,0.6,45.3,0.5,0,5
2019-05-21,17.0,8.0,38.1,29.6,0.6,69.8,0.4,0,5
2019-05-22,19.0,11.0,39.6,31.8,0.6,79.8,0.5,0,5
2019-05-23,24.0,14.0,49.5,39.5,0.6,73.8,0.6,0,5
2019-05-24,25.0,12.0,45.1,37.4,0.6,88.6,0.5,0,5
2019-05-25,20.0,8.0,37.1,31.5,0.5,87.7,0.4,0,5
2019-05-26,13.0,8.0,31.2,26.5,0.5,78.4,0.4,0,5
2019-05-27,17.0,13.0,55.9,37.0,0.6,61.5,0.6,0,5
2019-05-28,20.0,17.0,50.4,37.2,0.7,53.1,0.8,0,5
2019-05-29,13.0,6.0,,,0.6,49.9,0.3,0,5
2019-05-30,13.0,5.0,,,0.7,65.0,0.2,0,5
2019-05-31,15.0,6.0,47.4,37.1,0.6,74.1,0.3,0,5
2019-06-01,21.0,13.0,48.5,41.0,0.7,78.1,0.6,0,6
2019-06-02,19.0,11.0,55.3,45.8,0.8,76.3,0.5,0,6
2019-06-03,,,41.6,34.6,0.7,90.1,,0,6
2019-06-04,,,44.9,34.1,0.5,92.0,,0,6
2019-06-05,20.0,7.0,36.1,28.7,0.5,89.5,0.3,0,6
2019-06-06,30.0,19.0,40.2,28.6,0.5,72.8,0.9,0,6
2019-06-07,26.0,9.0,41.9,31.7,0.5,78.3,0.4,0,6
2019-06-08,27.0,11.0,28.2,21.7,0.5,87.6,0.5,0,6
2019-06-09,34.0,17.0,35.9,28.0,0.6,80.3,0.8,0,6
2019-06-10,48.0,20.0,50.4,36.3,0.7,62.0,0.9,0,6
2019-06-11,50.0,17.0,40.5,31.2,0.6,70.8,0.8,0,6
2019-06-12,,,40.8,30.1,0.5,69.5,,0,6
2019-06-13,14.0,8.0,36.5,28.6,0.4,87.0,0.4,0,6
2019-06-14,31.0,16.0,58.6,46.0,0.6,80.6,0.7,0,6
2019-06-15,42.0,14.0,32.8,26.1,0.5,81.7,0.6,0,6
2019-06-16,15.0,6.0,24.7,19.5,0.4,88.5,0.3,0,6
2019-06-17,32.0,15.0,50.8,37.2,0.6,84.9,0.7,0,6
2019-06-18,28.0,12.0,45.0,34.7,0.6,96.3,0.5,0,6
2019-06-19,29.0,15.0,44.0,33.3,0.6,93.5,0.7,0,6
2019-06-20,21.0,8.0,37.0,29.1,0.5,92.4,0.4,0,6
2019-06-21,25.0,11.0,43.4,33.2,0.5,82.7,0.5,0,6
2019-06-22,16.0,6.0,35.9,27.8,0.6,76.2,0.3,0,6
2019-06-23,19.0,10.0,33.2,26.8,0.7,82.2,0.5,0,6
2019-06-24,32.0,18.0,49.8,41.4,0.7,105.9,0.8,0,6
2019-06-25,33.0,19.0,51.2,41.6,0.7,,0.9,0,6
2019-06-26,44.0,28.0,54.6,46.4,0.7,,1.3,1,6
2019-06-27,54.0,32.0,50.0,43.9,0.8,110.7,1.5,1,6
2019-06-28,55.0,32.0,55.9,44.9,0.8,111.3,1.5,1,6
2019-06-29,27.0,11.0,30.3,23.2,0.5,115.8,0.5,0,6
2019-06-30,29.0,13.0,25.8,21.4,0.5,,0.6,0,6
2019-07-01,29.0,15.0,45.0,37.1,0.6,100.0,0.7,0,7
2019-07-02,13.0,4.0,41.5,32.3,0.6,93.0,0.2,0,7
2019-07-03,25.0,11.0,41.4,31.6,0.6,112.2,0.5,0,7
2019-07-04,17.0,9.0,45.1,33.8,0.6,103.0,0.4,0,7
2019-07-05,25.0,12.0,46.1,36.9,0.7,98.5,0.5,0,7
2019-07-06,29.0,15.0,25.0,19.7,0.6,96.1,0.7,0,7
2019-07-07,29.0,14.0,22.0,17.5,0.6,80.6,0.6,0,7
2019-07-08,22.0,10.0,40.7,31.0,0.6,88.2,0.5,0,7
2019-07-09,22.0,8.0,36.7,26.6,0.6,86.2,0.4,0,7
2019-07-10,19.0,8.0,39.1,27.2,0.6,84.2,0.4,0,7
2019-07-11,23.0,9.0,43.3,31.4,0.6,85.0,0.4,0,7
2019-07-12,27.0,11.0,41.0,31.1,0.6,82.8,0.5,0,7
2019-07-13,20.0,6.0,29.9,23.3,0.6,98.3,0.3,0,7
2019-07-14,9.0,3.0,23.8,18.1,0.5,95.3,0.1,0,7
2019-07-15,11.0,3.0,38.6,27.0,0.6,67.1,0.1,0,7
2019-07-16,14.0,6.0,46.7,34.3,0.7,59.9,0.3,0,7
2019-07-17,19.0,7.0,54.7,42.2,0.7,75.0,0.3,0,7
2019-07-18,23.0,12.0,49.6,37.2,0.7,84.2,0.5,0,7
2019-07-19,28.0,14.0,43.6,33.8,0.7,101.9,0.6,0,7
2019-07-20,28.0,17.0,32.8,27.1,0.7,101.9,0.8,0,7
2019-07-21,21.0,11.0,21.0,17.4,0.6,103.3,0.5,0,7
2019-07-22,30.0,,37.6,29.9,0.7,108.7,,0,7
2019-07-23,44.0,26.0,43.9,36.2,0.9,,1.2,1,7
2019-07-24,40.0,25.0,53.0,44.5,0.9,109.3,1.1,1,7
2019-07-25,41.0,22.0,50.6,41.8,0.9,108.9,1.0,0,7
2019-07-26,29.0,15.0,39.0,31.9,0.8,97.6,0.7,0,7
2019-07-27,10.0,10.0,29.1,22.3,0.6,80.8,0.5,0,7
2019-07-28,10.0,7.0,19.4,15.3,0.6,82.8,0.3,0,7
2019-07-29,14.0,5.0,40.1,29.6,0.7,69.7,0.2,0,7
2019-07-30,18.0,5.0,32.5,24.8,0.7,79.2,0.2,0,7
2019-07-31,21.0,9.0,31.4,24.1,0.8,91.2,0.4,0,7
2019-08-01,26.0,13.0,29.1,23.5,0.7,101.7,0.6,0,8
2019-08-02,19.0,7.0,40.7,30.8,0.6,83.2,0.3,0,8
2019-08-03,12.0,4.0,35.3,27.8,0.5,68.5,0.2,0,8
2019-08-04,15.0,8.0,24.1,19.8,0.5,102.0,0.4,0,8
2019-08-05,21.0,9.0,33.3,25.6,0.5,102.0,0.4,0,8
2019-08-06,25.0,13.0,26.6,21.0,0.6,100.0,0.6,0,8
2019-08-07,13.0,5.0,30.6,21.7,0.6,88.1,0.2,0,8
2019-08-08,18.0,7.0,37.4,25.9,0.6,66.4,0.3,0,8
2019-08-09,28.0,13.0,33.5,26.5,0.7,82.4,0.6,0,8
2019-08-10,27.0,11.0,26.2,21.7,0.6,82.8,0.5,0,8
2019-08-11,21.0,11.0,17.7,13.9,0.6,95.6,0.5,0,8
2019-08-12,24.0,12.0,24.0,18.0,0.6,68.1,0.5,0,8
2019-08-13,9.0,0.0,28.0,20.8,0.5,56.5,0.0,0,8
2019-08-14,8.0,3.0,23.7,18.6,0.5,76.8,0.1,0,8
2019-08-15,10.0,2.0,18.3,14.4,0.5,82.6,0.1,0,8
2019-08-16,10.0,5.0,20.5,16.3,0.5,85.6,0.2,0,8
2019-08-17,15.0,5.0,25.9,20.3,0.5,90.2,0.2,0,8
2019-08-18,20.0,10.0,22.4,18.7,0.6,83.9,0.5,0,8
2019-08-19,19.0,8.0,21.9,17.4,0.5,84.0,0.4,0,8
2019-08-20,23.0,10.0,28.4,21.4,0.6,81.6,0.5,0,8
2019-08-21,20.0,10.0,27.5,21.7,0.6,84.5,0.5,0,8
2019-08-22,16.0,7.0,26.5,19.9,0.5,88.6,0.3,0,8
2019-08-23,24.0,4.0,34.1,26.1,0.5,62.1,0.2,0,8
2019-08-24,24.0,14.0,31.6,25.9,0.5,62.0,0.6,0,8
2019-08-25,22.0,12.0,22.2,17.6,0.5,91.5,0.5,0,8
2019-08-26,20.0,12.0,32.6,24.3,0.6,83.3,0.5,0,8
2019-08-27,31.0,18.0,36.5,27.9,0.6,89.4,0.8,0,8
2019-08-28,26.0,12.0,41.4,30.0,0.6,70.0,0.5,0,8
2019-08-29,14.0,10.0,42.7,30.5,0.6,57.4,0.5,0,8
2019-08-30,34.0,16.0,57.6,37.1,0.7,74.9,0.7,0,8
2019-08-31,22.0,14.0,34.3,26.8,0.6,88.7,0.6,0,8
2019-09-01,26.0,15.0,34.5,27.7,0.6,75.8,0.7,0,9
2019-09-02,18.0,14.0,45.2,32.2,0.7,83.9,0.6,0,9
2019-09-03,,,40.7,29.4,0.7,61.3,,0,9
2019-09-04,24.0,9.0,47.1,31.4,0.7,71.5,0.4,0,9
2019-09-05,30.0,15.0,48.4,35.6,0.7,67.8,0.7,0,9
2019-09-06,12.0,4.0,46.0,30.8,0.7,38.4,0.2,0,9
2019-09-07,18.0,8.0,34.9,25.5,0.7,51.1,0.4,0,9
2019-09-08,9.0,4.0,28.6,21.2,0.6,56.8,0.2,0,9
2019-09-09,13.0,6.0,49.5,32.7,0.7,39.9,0.3,0,9
2019-09-10,22.0,9.0,56.5,39.1,0.7,39.4,0.4,0,9
2019-09-11,24.0,11.0,57.8,38.4,0.8,37.2,0.5,0,9
2019-09-12,38.0,18.0,74.8,55.6,1.1,54.4,0.8,0,9
