DateTime,PM10 µg/m³,PM2.5 µg/m³,NO µg/m³,NO2 µg/m³,CO mg/m³,O µg/m³,Passive_Cigarette,Over_PM25_Limit,Month
2014-01-01,140.0,128.0,253.6,80.1,2.0,7.3,5.8,1,1
2014-01-02,46.0,39.0,145.9,70.5,1.4,6.4,1.8,1,1
2014-01-03,50.0,45.0,117.6,54.2,1.4,6.0,2.0,1,1
2014-01-04,32.0,30.0,128.8,52.4,1.5,5.6,1.4,1,1
2014-01-05,24.0,19.0,123.5,53.8,1.5,6.7,0.9,0,1
2014-01-06,44.0,38.0,242.1,69.1,2.1,6.1,1.7,1,1
2014-01-07,65.0,56.0,306.9,83.1,2.3,5.8,2.5,1,1
2014-01-08,,,154.0,67.9,1.8,7.2,,0,1
2014-01-09,,,241.0,73.5,2.1,5.7,,0,1
2014-01-10,72.0,54.0,276.9,78.7,2.2,6.0,2.5,1,1
2014-01-11,80.0,57.0,186.2,62.1,1.9,5.5,2.6,1,1
2014-01-12,,,171.0,57.0,2.0,6.1,,0,1
2014-01-13,50.0,36.0,108.4,51.3,1.6,6.7,1.6,1,1
2014-01-14,18.0,11.0,102.2,52.5,1.5,7.9,0.5,0,1
2014-01-15,47.0,44.0,175.4,59.5,2.0,8.6,2.0,1,1
2014-01-16,54.0,45.0,322.3,75.7,1.9,5.7,2.0,1,1
2014-01-17,26.0,20.0,175.2,62.9,1.0,5.4,0.9,0,1
2014-01-18,31.0,27.0,173.8,59.2,1.1,5.5,1.2,1,1
2014-01-19,27.0,23.0,188.6,60.7,1.3,6.1,1.0,0,1
2014-01-20,36.0,31.0,165.4,59.9,1.2,5.6,1.4,1,1
2014-01-21,53.0,41.0,229.6,66.0,1.6,6.3,1.9,1,1
2014-01-22,73.0,57.0,371.6,86.8,2.1,6.1,2.6,1,1
2014-01-23,51.0,38.0,185.1,72.5,1.4,9.0,1.7,1,1
2014-01-24,40.0,35.0,178.5,74.5,1.2,13.3,1.6,1,1
2014-01-25,29.0,20.0,141.4,69.1,1.0,16.9,0.9,0,1
2014-01-26,32.0,27.0,91.1,52.7,0.9,23.2,1.2,1,1
2014-01-27,50.0,42.0,80.7,43.6,1.0,15.6,1.9,1,1
2014-01-28,58.0,51.0,120.7,59.8,1.1,11.1,2.3,1,1
2014-01-29,64.0,54.0,173.8,66.3,1.3,7.4,2.5,1,1
2014-01-30,21.0,21.0,131.5,65.4,1.0,10.2,1.0,0,1
2014-01-31,34.0,28.0,166.0,63.1,1.3,5.8,1.3,1,1
2014-02-01,39.0,33.0,150.6,55.1,1.4,5.6,1.5,1,2
2014-02-02,29.0,23.0,95.2,46.0,1.1,7.0,1.0,0,2
2014-02-03,21.0,19.0,128.8,54.7,1.2,8.2,0.9,0,2
2014-02-04,27.0,23.0,75.9,44.6,1.0,16.2,1.0,0,2
2014-02-05,32.0,26.0,85.9,44.8,1.1,12.4,1.2,1,2
2014-02-06,25.0,20.0,127.7,59.4,1.3,17.1,0.9,0,2
2014-02-07,33.0,29.0,149.0,64.4,1.3,6.0,1.3,1,2
2014-02-08,31.0,28.0,110.3,54.4,1.2,9.5,1.3,1,2
2014-02-09,27.0,27.0,98.4,46.9,1.3,16.5,1.2,1,2
2014-02-10,22.0,9.0,95.9,55.8,1.1,13.5,0.4,0,2
2014-02-11,36.0,,115.2,56.3,1.3,13.1,,0,2
2014-02-12,,,151.6,63.6,1.5,14.6,,0,2
2014-02-13,,,165.7,71.1,1.5,6.5,,0,2
2014-02-14,,,181.1,73.2,1.6,9.9,,0,2
2014-02-15,,,137.2,66.2,1.4,6.9,,0,2
2014-02-16,,,95.2,49.7,1.4,9.0,,0,2
2014-02-17,,,143.6,55.7,1.7,6.6,,0,2
2014-02-18,49.0,36.0,134.4,57.8,1.6,9.4,1.6,1,2
2014-02-19,26.0,21.0,134.3,63.1,1.5,6.7,1.0,0,2
2014-02-20,31.0,19.0,98.1,50.9,1.4,13.3,0.9,0,2
2014-02-21,40.0,32.0,121.3,59.5,1.6,14.6,1.5,1,2
2014-02-22,44.0,44.0,106.6,56.0,1.4,14.9,2.0,1,2
2014-02-23,25.0,22.0,63.2,39.7,1.3,28.1,1.0,0,2
2014-02-24,51.0,44.0,155.1,70.6,1.8,11.6,2.0,1,2
2014-02-25,56.0,46.0,138.5,70.6,1.6,14.7,2.1,1,2
2014-02-26,45.0,40.0,107.6,61.0,1.5,16.7,1.8,1,2
2014-02-27,23.0,20.0,87.0,50.0,1.5,21.9,0.9,0,2
2014-02-28,47.0,39.0,105.0,55.9,1.6,13.7,1.8,1,2
2014-03-01,15.0,14.0,83.1,51.2,1.4,27.9,0.6,0,3
2014-03-02,15.0,13.0,60.3,42.6,1.4,40.2,0.6,0,3
2014-03-03,35.0,30.0,104.5,58.8,1.6,19.4,1.4,1,3
2014-03-04,16.0,14.0,85.2,49.1,1.6,27.8,0.6,0,3
2014-03-05,38.0,34.0,117.5,63.2,1.8,20.8,1.5,1,3
2014-03-06,36.0,30.0,143.4,73.5,1.9,15.9,1.4,1,3
2014-03-07,48.0,43.0,135.2,73.2,1.8,16.3,2.0,1,3
2014-03-08,59.0,52.0,93.9,56.5,1.7,30.1,2.4,1,3
2014-03-09,73.0,60.0,97.3,57.8,1.9,36.0,2.7,1,3
2014-03-10,66.0,53.0,132.0,76.8,1.5,26.6,2.4,1,3
2014-03-11,58.0,45.0,118.2,79.3,0.9,26.9,2.0,1,3
2014-03-12,80.0,65.0,172.2,95.9,1.2,21.4,3.0,1,3
2014-03-13,96.0,77.0,275.0,125.2,1.5,21.4,3.5,1,3
2014-03-14,102.0,81.0,213.0,113.3,1.3,24.9,3.7,1,3
2014-03-15,95.0,75.0,204.3,97.8,1.3,41.6,3.4,1,3
2014-03-16,62.0,52.0,79.7,59.9,0.9,47.9,2.4,1,3
2014-03-17,66.0,53.0,144.3,79.0,1.2,29.8,2.4,1,3
2014-03-18,49.0,37.0,76.4,53.0,1.0,53.9,1.7,1,3
2014-03-19,50.0,38.0,96.7,63.8,1.1,48.8,1.7,1,3
2014-03-20,98.0,86.0,91.0,61.2,1.2,35.9,3.9,1,3
2014-03-21,80.0,78.0,95.7,65.1,1.1,40.6,3.5,1,3
2014-03-22,41.0,31.0,67.1,47.7,0.9,47.5,1.4,1,3
2014-03-23,9.0,7.0,52.9,36.5,0.8,55.7,0.3,0,3
2014-03-24,14.0,10.0,104.8,59.0,0.9,42.6,0.5,0,3
2014-03-25,21.0,16.0,102.1,63.1,0.9,32.7,0.7,0,3
2014-03-26,26.0,21.0,110.1,67.4,1.1,32.0,1.0,0,3
2014-03-27,27.0,23.0,131.0,80.5,1.2,30.9,1.0,0,3
2014-03-28,39.0,18.0,158.1,86.9,1.3,28.1,0.8,0,3
2014-03-29,43.0,36.0,148.5,92.1,1.3,33.7,1.6,1,3
2014-03-30,44.0,33.0,112.3,83.9,1.3,44.8,1.5,1,3
2014-03-31,41.0,28.0,126.6,77.9,1.3,53.4,1.3,1,3
2014-04-01,34.0,18.0,71.2,50.7,1.2,67.1,0.8,0,4
2014-04-02,35.0,16.0,75.0,52.7,1.2,56.7,0.7,0,4
2014-04-03,64.0,32.0,127.8,79.7,1.3,29.5,1.5,1,4
2014-04-04,61.0,40.0,109.5,72.6,1.4,32.4,1.8,1,4
2014-04-05,44.0,29.0,83.6,56.4,1.2,42.2,1.3,1,4
2014-04-06,36.0,22.0,93.1,69.4,1.3,41.9,1.0,0,4
2014-04-07,47.0,27.0,134.2,88.0,1.4,40.5,1.2,1,4
2014-04-08,43.0,26.0,136.7,83.9,1.5,35.7,1.2,1,4
2014-04-09,26.0,19.0,102.1,64.2,1.4,49.0,0.9,0,4
2014-04-10,24.0,17.0,102.2,69.7,1.4,57.4,0.8,0,4
2014-04-11,32.0,24.0,86.9,58.2,1.3,68.5,1.1,0,4
2014-04-12,27.0,18.0,73.9,51.2,1.2,65.7,0.8,0,4
2014-04-13,28.0,19.0,57.9,41.9,1.3,72.6,0.9,0,4
2014-04-14,41.0,32.0,82.7,54.8,1.4,56.8,1.5,1,4
2014-04-15,19.0,18.0,81.0,51.9,1.3,67.8,0.8,0,4
2014-04-16,20.0,9.0,87.3,58.5,1.3,57.6,0.4,0,4
2014-04-17,26.0,23.0,101.9,70.0,1.4,45.3,1.0,0,4
2014-04-18,41.0,29.0,123.8,84.1,1.4,37.4,1.3,1,4
2014-04-19,20.0,15.0,85.8,60.8,1.4,47.3,0.7,0,4
2014-04-20,22.0,19.0,53.0,40.9,1.4,57.0,0.9,0,4
2014-04-21,17.0,13.0,58.6,42.5,1.5,57.1,0.6,0,4
2014-04-22,27.0,21.0,80.8,57.7,1.3,43.0,1.0,0,4
2014-04-23,33.0,27.0,117.5,76.2,1.0,41.5,1.2,1,4
2014-04-24,30.0,22.0,105.0,75.0,0.9,49.1,1.0,0,4
2014-04-25,23.0,18.0,60.8,48.3,0.7,69.3,0.8,0,4
2014-04-26,21.0,15.0,67.4,51.9,0.7,68.2,0.7,0,4
2014-04-27,13.0,11.0,46.6,33.2,0.7,61.1,0.5,0,4
2014-04-28,14.0,10.0,96.7,67.0,0.8,21.5,0.5,0,4
2014-04-29,14.0,12.0,90.0,56.7,1.0,42.9,0.5,0,4
2014-04-30,11.0,8.0,101.6,65.5,0.9,41.1,0.4,0,4
2014-05-01,15.0,14.0,67.1,49.2,0.9,51.3,0.6,0,5
2014-05-02,12.0,12.0,82.7,56.9,0.9,56.2,0.5,0,5
2014-05-03,13.0,11.0,63.4,46.7,0.9,57.0,0.5,0,5
2014-05-04,10.0,9.0,60.7,49.0,0.9,65.1,0.4,0,5
2014-05-05,18.0,14.0,85.7,60.2,1.0,68.7,0.6,0,5
2014-05-06,25.0,18.0,79.0,56.2,1.0,73.8,0.8,0,5
2014-05-07,24.0,16.0,100.3,71.9,1.1,60.1,0.7,0,5
2014-05-08,25.0,17.0,106.3,65.4,1.1,46.2,0.8,0,5
2014-05-09,29.0,20.0,91.7,56.8,1.4,56.6,0.9,0,5
2014-05-10,21.0,15.0,63.5,47.5,1.1,65.9,0.7,0,5
2014-05-11,23.0,12.0,39.5,29.4,1.0,74.6,0.5,0,5
2014-05-12,16.0,13.0,71.0,47.4,1.0,64.0,0.6,0,5
2014-05-13,18.0,13.0,66.8,45.8,1.1,66.7,0.6,0,5
2014-05-14,20.0,10.0,68.9,44.5,1.1,68.2,0.5,0,5
2014-05-15,13.0,9.0,88.5,54.7,1.1,73.7,0.4,0,5
2014-05-16,18.0,11.0,82.0,59.1,1.1,64.0,0.5,0,5
2014-05-17,12.0,8.0,54.0,42.2,1.0,78.1,0.4,0,5
2014-05-18,15.0,11.0,36.1,29.4,1.0,105.9,0.5,0,5
2014-05-19,22.0,14.0,58.8,43.3,1.1,89.4,0.6,0,5
2014-05-20,26.0,17.0,55.5,41.6,1.2,65.8,0.8,0,5
2014-05-21,32.0,15.0,79.9,58.3,1.3,59.7,0.7,0,5
2014-05-22,36.0,25.0,75.3,56.9,1.3,52.7,1.1,1,5
2014-05-23,33.0,26.0,66.7,44.3,1.3,52.1,1.2,1,5
2014-05-24,18.0,8.0,40.2,30.9,1.1,81.9,0.4,0,5
2014-05-25,16.0,11.0,47.3,38.9,1.1,89.0,0.5,0,5
2014-05-26,23.0,10.0,72.6,54.2,1.3,61.9,0.5,0,5
2014-05-27,19.0,9.0,43.6,31.8,1.2,75.5,0.4,0,5
2014-05-28,19.0,10.0,44.2,32.4,1.2,75.1,0.5,0,5
2014-05-29,20.0,12.0,75.2,53.0,1.4,61.3,0.5,0,5
2014-05-30,17.0,14.0,65.1,51.5,1.3,69.7,0.6,0,5
2014-05-31,17.0,13.0,45.4,31.9,1.2,75.0,0.6,0,5
2014-06-01,14.0,16.0,39.6,30.5,1.2,85.3,0.7,0,6
2014-06-02,17.0,14.0,41.8,32.7,1.2,87.1,0.6,0,6
2014-06-03,30.0,24.0,77.6,57.1,1.4,65.1,1.1,0,6
2014-06-04,27.0,22.0,70.8,49.9,1.4,75.5,1.0,0,6
2014-06-05,25.0,18.0,58.5,44.7,1.4,63.4,0.8,0,6
2014-06-06,25.0,16.0,58.5,45.5,1.4,82.9,0.7,0,6
2014-06-07,35.0,25.0,69.8,60.1,1.5,84.9,1.1,1,6
2014-06-08,36.0,14.0,63.0,55.9,1.5,102.8,0.6,0,6
2014-06-09,44.0,29.0,75.7,62.7,1.5,118.3,1.3,1,6
2014-06-10,32.0,22.0,77.5,60.8,1.5,102.9,1.0,0,6
2014-06-11,43.0,28.0,99.5,82.5,1.6,94.6,1.3,1,6
2014-06-12,33.0,11.0,79.3,64.1,1.5,100.9,0.5,0,6
2014-06-13,25.0,19.0,53.7,42.6,1.4,112.6,0.9,0,6
2014-06-14,17.0,14.0,55.4,40.2,1.4,93.4,0.6,0,6
2014-06-15,16.0,13.0,43.7,30.8,1.4,64.3,0.6,0,6
2014-06-16,15.0,11.0,60.9,41.6,1.5,64.0,0.5,0,6
2014-06-17,20.0,14.0,78.9,55.0,1.7,53.4,0.6,0,6
2014-06-18,20.0,15.0,69.0,51.3,1.6,66.6,0.7,0,6
2014-06-19,20.0,17.0,62.5,49.8,1.7,71.1,0.8,0,6
2014-06-20,21.0,17.0,66.0,49.2,1.7,78.4,0.8,0,6
2014-06-21,26.0,20.0,61.5,46.8,1.6,100.2,0.9,0,6
2014-06-22,,,46.2,37.0,1.6,85.3,,0,6
2014-06-23,,,50.0,38.7,1.7,83.4,,0,6
2014-06-24,,,59.7,44.4,1.3,63.8,,0,6
2014-06-25,20.0,13.0,91.1,64.3,0.8,49.2,0.6,0,6
2014-06-26,23.0,15.0,86.9,61.7,0.8,50.1,0.7,0,6
2014-06-27,24.0,17.0,101.0,69.9,0.9,60.8,0.8,0,6
2014-06-28,19.0,12.0,78.9,58.5,0.8,67.7,0.5,0,6
2014-06-29,16.0,11.0,62.8,47.0,0.8,51.5,0.5,0,6
2014-06-30,12.0,7.0,92.0,61.3,0.8,50.0,0.3,0,6
2014-07-01,14.0,10.0,76.3,52.7,0.8,69.3,0.5,0,7
2014-07-02,15.0,8.0,100.7,66.1,0.9,52.8,0.4,0,7
2014-07-03,14.0,10.0,88.3,58.8,0.9,60.9,0.5,0,7
2014-07-04,24.0,13.0,120.5,88.9,1.0,47.1,0.6,0,7
2014-07-05,26.0,18.0,56.3,40.9,0.9,57.8,0.8,0,7
2014-07-06,22.0,14.0,39.5,31.9,0.8,81.1,0.6,0,7
2014-07-07,18.0,15.0,59.2,45.9,0.9,64.2,0.7,0,7
2014-07-08,11.0,8.0,75.7,49.6,1.0,43.6,0.4,0,7
2014-07-09,8.0,3.0,90.3,58.4,0.9,41.5,0.1,0,7
2014-07-10,16.0,12.0,81.6,58.7,1.0,59.6,0.5,0,7
2014-07-11,19.0,17.0,78.3,60.0,1.0,76.4,0.8,0,7
2014-07-12,22.0,14.0,66.3,53.0,0.9,65.0,0.6,0,7
2014-07-13,15.0,15.0,47.1,37.4,0.9,71.0,0.7,0,7
2014-07-14,21.0,19.0,67.8,51.1,1.0,66.8,0.9,0,7
2014-07-15,23.0,16.0,76.0,59.7,1.1,71.3,0.7,0,7
2014-07-16,20.0,5.0,96.5,81.2,1.2,68.8,0.2,0,7
2014-07-17,26.0,24.0,94.2,77.0,1.2,81.9,1.1,0,7
2014-07-18,25.0,17.0,76.3,63.6,1.1,103.4,0.8,0,7
2014-07-19,28.0,19.0,56.9,47.2,1.0,107.7,0.9,0,7
2014-07-20,32.0,14.0,54.6,44.9,1.1,85.2,0.6,0,7
2014-07-21,18.0,13.0,85.9,65.1,1.1,41.2,0.6,0,7
2014-07-22,22.0,17.0,72.6,59.7,1.0,66.1,0.8,0,7
2014-07-23,22.0,18.0,85.2,61.0,0.8,68.0,0.8,0,7
2014-07-24,17.0,14.0,78.6,56.3,0.7,63.3,0.6,0,7
2014-07-25,23.0,17.0,67.6,53.8,0.7,72.9,0.8,0,7
2014-07-26,7.0,5.0,67.9,47.2,0.6,76.7,0.2,0,7
2014-07-27,8.0,7.0,39.6,31.7,0.6,85.9,0.3,0,7
2014-07-28,16.0,11.0,89.3,63.2,0.8,62.7,0.5,0,7
2014-07-29,17.0,15.0,86.2,60.1,0.8,49.1,0.7,0,7
2014-07-30,15.0,6.0,100.7,71.0,0.9,26.6,0.3,0,7
2014-07-31,23.0,16.0,107.4,73.4,1.0,51.5,0.7,0,7
2014-08-01,29.0,21.0,76.9,57.0,0.9,78.7,1.0,0,8
2014-08-02,11.0,8.0,66.8,48.8,0.8,69.0,0.4,0,8
2014-08-03,10.0,5.0,47.2,35.8,0.7,61.2,0.2,0,8
2014-08-04,13.0,11.0,56.0,41.4,0.8,54.4,0.5,0,8
2014-08-05,14.0,7.0,60.7,43.4,0.8,71.6,0.3,0,8
2014-08-06,15.0,12.0,60.6,46.8,0.8,72.0,0.5,0,8
2014-08-07,22.0,13.0,69.0,55.3,0.8,84.6,0.6,0,8
2014-08-08,16.0,8.0,53.8,43.0,0.8,90.2,0.4,0,8
2014-08-09,27.0,14.0,45.7,36.7,0.8,75.8,0.6,0,8
2014-08-10,24.0,11.0,38.7,31.1,0.8,71.8,0.5,0,8
2014-08-11,17.0,10.0,45.7,37.9,0.8,58.3,0.5,0,8
2014-08-12,24.0,11.0,38.7,29.3,0.8,68.2,0.5,0,8
2014-08-13,16.0,14.0,55.6,40.7,0.9,42.0,0.6,0,8
2014-08-14,13.0,5.0,43.4,33.5,0.8,48.8,0.2,0,8
2014-08-15,9.0,7.0,32.4,24.2,0.7,65.8,0.3,0,8
2014-08-16,5.0,4.0,29.8,23.3,0.7,69.9,0.2,0,8
2014-08-17,6.0,4.0,36.4,29.8,0.8,64.6,0.2,0,8
2014-08-18,12.0,6.0,42.7,32.8,0.8,76.3,0.3,0,8
2014-08-19,13.0,9.0,53.6,37.0,0.9,53.8,0.4,0,8
2014-08-20,20.0,7.0,58.0,40.3,0.9,44.0,0.3,0,8
2014-08-21,12.0,9.0,49.7,36.5,0.9,62.0,0.4,0,8
2014-08-22,20.0,13.0,51.8,38.7,1.0,62.8,0.6,0,8
2014-08-23,18.0,10.0,45.9,34.6,0.9,65.8,0.5,0,8
2014-08-24,9.0,5.0,53.2,44.1,1.0,46.6,0.2,0,8
2014-08-25,13.0,11.0,71.4,46.9,1.0,45.4,0.5,0,8
2014-08-26,23.0,15.0,90.7,62.7,1.1,33.4,0.7,0,8
2014-08-27,21.0,14.0,70.6,52.4,1.2,40.9,0.6,0,8
2014-08-28,23.0,15.0,68.7,49.3,1.1,49.9,0.7,0,8
2014-08-29,29.0,16.0,80.4,60.9,1.2,59.1,0.7,0,8
2014-08-30,32.0,23.0,68.3,57.0,1.2,75.5,1.0,0,8
2014-08-31,14.0,6.0,48.0,38.3,1.1,80.2,0.3,0,8
2014-09-01,6.0,2.0,80.9,50.9,1.2,50.0,0.1,0,9
2014-09-02,13.0,8.0,97.2,64.6,1.2,48.9,0.4,0,9
2014-09-03,16.0,8.0,96.4,67.5,1.3,34.7,0.4,0,9
2014-09-04,23.0,14.0,116.8,76.9,1.4,18.4,0.6,0,9
2014-09-05,32.0,19.0,124.8,85.3,1.5,23.2,0.9,0,9
2014-09-06,18.0,13.0,81.9,60.2,1.3,41.6,0.6,0,9
2014-09-07,22.0,17.0,53.6,41.5,1.3,71.9,0.8,0,9
2014-09-08,31.0,18.0,88.4,66.1,1.4,59.8,0.8,0,9
2014-09-09,35.0,24.0,92.9,70.3,1.4,45.6,1.1,0,9
2014-09-10,22.0,16.0,89.8,61.2,1.2,46.6,0.7,0,9
2014-09-11,14.0,8.0,81.1,54.6,0.7,60.1,0.4,0,9
2014-09-12,13.0,10.0,78.5,54.6,0.6,60.0,0.5,0,9
2014-09-13,21.0,15.0,73.1,56.6,0.6,65.3,0.7,0,9
2014-09-14,27.0,21.0,63.0,50.9,0.7,74.0,1.0,0,9
2014-09-15,29.0,9.0,100.6,71.3,0.8,59.2,0.4,0,9
2014-09-16,45.0,32.0,110.6,77.7,0.9,54.3,1.5,1,9
2014-09-17,29.0,10.0,116.8,75.1,0.9,46.7,0.5,0,9
2014-09-18,31.0,18.0,125.7,76.7,0.9,35.9,0.8,0,9
2014-09-19,38.0,27.0,165.3,87.5,1.0,14.3,1.2,1,9
2014-09-20,38.0,25.0,99.1,63.9,0.9,25.6,1.1,1,9
2014-09-21,34.0,22.0,98.2,69.4,0.9,34.7,1.0,0,9
2014-09-22,16.0,13.0,127.2,75.3,0.9,39.8,0.6,0,9
2014-09-23,27.0,17.0,96.4,63.8,0.8,48.0,0.8,0,9
2014-09-24,23.0,15.0,115.3,73.1,0.8,37.0,0.7,0,9
2014-09-25,36.0,25.0,122.0,85.1,1.0,35.2,1.1,1,9
2014-09-26,53.0,38.0,108.4,75.3,1.0,44.3,1.7,1,9
2014-09-27,76.0,57.0,123.0,87.7,1.1,45.7,2.6,1,9
2014-09-28,67.0,47.0,67.3,55.8,1.0,71.1,2.1,1,9
2014-09-29,59.0,43.0,128.9,89.7,1.2,39.0,2.0,1,9
2014-09-30,63.0,42.0,155.7,101.6,1.3,16.8,1.9,1,9
2014-10-01,46.0,35.0,88.9,60.0,1.1,29.4,1.6,1,10
2014-10-02,51.0,24.0,135.8,77.5,1.3,27.3,1.1,0,10
2014-10-03,44.0,34.0,132.3,82.7,1.2,27.3,1.5,1,10
2014-10-04,39.0,29.0,97.1,67.1,1.0,33.6,1.3,1,10
2014-10-05,31.0,23.0,78.4,58.7,1.0,44.3,1.0,0,10
2014-10-06,43.0,32.0,93.7,53.8,1.0,33.1,1.5,1,10
2014-10-07,44.0,33.0,,,,11.7,1.5,1,10
2014-10-08,38.0,14.0,,,,17.8,0.6,0,10
2014-10-09,59.0,36.0,,,,7.2,1.6,1,10
2014-10-10,71.0,47.0,121.9,79.6,1.0,8.7,2.1,1,10
2014-10-11,47.0,32.0,96.5,58.7,0.8,17.6,1.5,1,10
2014-10-12,40.0,23.0,74.8,46.5,0.8,21.0,1.0,0,10
2014-10-13,26.0,10.0,81.8,50.2,0.8,21.9,0.5,0,10
2014-10-14,31.0,25.0,103.0,51.0,0.9,10.3,1.1,1,10
2014-10-15,33.0,20.0,124.9,57.5,1.1,10.2,0.9,0,10
2014-10-16,31.0,20.0,132.6,64.0,1.1,15.0,0.9,0,10
2014-10-17,38.0,14.0,111.4,65.8,1.1,22.4,0.6,0,10
2014-10-18,54.0,32.0,127.9,66.5,1.1,15.3,1.5,1,10
2014-10-19,59.0,39.0,79.3,54.0,1.0,17.7,1.8,1,10
2014-10-20,58.0,43.0,134.5,66.8,1.2,11.9,2.0,1,10
2014-10-21,48.0,32.0,114.8,65.0,1.2,16.4,1.5,1,10
2014-10-22,16.0,11.0,65.6,39.2,0.7,49.3,0.5,0,10
2014-10-23,11.0,10.0,83.8,54.1,0.8,39.9,0.5,0,10
2014-10-24,35.0,23.0,222.5,96.4,1.3,10.4,1.0,0,10
2014-10-25,25.0,17.0,88.1,51.8,0.9,19.5,0.8,0,10
2014-10-26,36.0,26.0,73.2,49.9,0.9,24.9,1.2,1,10
2014-10-27,38.0,28.0,114.7,63.1,1.0,14.8,1.3,1,10
2014-10-28,51.0,39.0,159.3,74.8,1.2,10.8,1.8,1,10
2014-10-29,66.0,52.0,158.6,75.7,1.1,12.9,2.4,1,10
2014-10-30,101.0,79.0,182.2,84.2,1.4,14.5,3.6,1,10
2014-10-31,130.0,,257.6,107.9,1.7,11.4,,0,10
2014-11-01,112.0,93.0,210.4,91.8,1.7,13.8,4.2,1,11
2014-11-02,78.0,64.0,197.1,88.5,1.6,14.5,2.9,1,11
2014-11-03,62.0,46.0,149.7,75.3,1.3,7.1,2.1,1,11
2014-11-04,35.0,19.0,77.3,49.6,0.9,,0.9,0,11
2014-11-05,18.0,10.0,86.9,50.1,0.9,,0.5,0,11
2014-11-06,25.0,17.0,125.5,61.1,1.1,,0.8,0,11
2014-11-07,35.0,24.0,179.5,68.6,1.5,,1.1,0,11
2014-11-08,38.0,25.0,145.0,58.5,1.4,,1.1,1,11
2014-11-09,41.0,30.0,71.1,42.5,1.1,,1.4,1,11
2014-11-10,17.0,12.0,101.6,49.1,1.1,,0.5,0,11
2014-11-11,14.0,8.0,116.4,57.0,1.0,,0.4,0,11
2014-11-12,21.0,11.0,114.2,58.8,1.1,,0.5,0,11
2014-11-13,21.0,12.0,133.3,55.7,1.3,,0.5,0,11
2014-11-14,56.0,42.0,288.8,72.3,1.7,,1.9,1,11
2014-11-15,27.0,21.0,78.8,44.4,0.7,,1.0,0,11
2014-11-16,14.0,9.0,92.0,53.2,0.8,,0.4,0,11
2014-11-17,19.0,18.0,110.0,57.3,0.8,,0.8,0,11
2014-11-18,18.0,14.0,107.3,55.1,0.9,,0.6,0,11
2014-11-19,43.0,36.0,182.5,62.2,1.3,,1.6,1,11
2014-11-20,65.0,54.0,335.0,84.9,1.8,11.0,2.5,1,11
2014-11-21,68.0,53.0,319.2,86.4,1.6,11.6,2.4,1,11
2014-11-22,87.0,66.0,311.2,89.4,1.7,11.4,3.0,1,11
2014-11-23,84.0,70.0,243.9,78.2,1.6,10.9,3.2,1,11
2014-11-24,82.0,67.0,241.3,75.6,1.8,11.1,3.0,1,11
2014-11-25,107.0,83.0,350.0,94.9,2.0,10.9,3.8,1,11
2014-11-26,,,94.3,51.8,1.0,14.6,,0,11
2014-11-27,,,101.9,50.0,0.9,15.8,,0,11
2014-11-28,,,169.4,57.2,1.2,10.5,,0,11
2014-11-29,,,230.8,63.6,1.6,10.4,,0,11
2014-11-30,,,130.2,47.8,1.1,10.1,,0,11
2014-12-01,,,104.7,52.4,1.0,13.6,,0,12
2014-12-02,32.0,20.0,98.8,44.8,1.0,13.9,0.9,0,12
2014-12-03,34.0,25.0,105.9,47.3,1.1,12.1,1.1,1,12
2014-12-04,25.0,16.0,103.9,44.8,1.1,13.4,0.7,0,12
2014-12-05,32.0,25.0,141.7,50.5,1.3,11.0,1.1,1,12
2014-12-06,31.0,23.0,123.7,53.8,1.1,12.0,1.0,0,12
2014-12-07,21.0,13.0,103.4,47.3,1.0,13.7,0.6,0,12
2014-12-08,37.0,31.0,104.3,47.0,1.1,11.2,1.4,1,12
2014-12-09,18.0,13.0,105.7,51.2,1.0,26.5,0.6,0,12
2014-12-10,45.0,33.0,257.5,79.5,1.6,12.2,1.5,1,12
2014-12-11,62.0,28.0,265.4,87.2,1.5,12.6,1.3,1,12
2014-12-12,73.0,57.0,309.5,89.3,1.7,12.6,2.6,1,12
2014-12-13,76.0,62.0,301.4,83.7,1.7,10.9,2.8,1,12
2014-12-14,75.0,64.0,217.1,75.2,1.6,10.8,2.9,1,12
2014-12-15,70.0,59.0,271.1,72.9,1.8,9.7,2.7,1,12
2014-12-16,33.0,27.0,205.6,70.4,1.3,10.7,1.2,1,12
2014-12-17,53.0,41.0,301.3,77.1,1.7,11.2,1.9,1,12
2014-12-18,59.0,48.0,318.1,78.6,1.7,11.0,2.2,1,12
2014-12-19,86.0,69.0,,101.2,2.2,12.1,3.1,1,12
2014-12-20,58.0,49.0,230.3,62.3,1.5,10.9,2.2,1,12
2014-12-21,43.0,36.0,183.1,57.0,1.4,11.5,1.6,1,12
2014-12-22,46.0,38.0,215.0,64.9,1.5,11.8,1.7,1,12
2014-12-23,52.0,44.0,256.3,67.4,1.6,11.8,2.0,1,12
2014-12-24,46.0,39.0,226.8,60.4,1.6,11.6,1.8,1,12
2014-12-25,50.0,44.0,128.7,50.3,1.3,12.5,2.0,1,12
2014-12-26,19.0,10.0,101.4,54.6,0.8,28.1,0.5,0,12
2014-12-27,32.0,29.0,109.2,59.4,0.9,13.3,1.3,1,12
2014-12-28,44.0,42.0,92.2,48.0,1.0,14.9,1.9,1,12
2014-12-29,48.0,37.0,194.6,69.6,1.3,16.2,1.7,1,12
