DateTime,Mean_Temperature_°C,Humidity_Level_%,Mean_Windspeed_km/h,ATM_Pressure,ATM_Phenom_Fog,ATM_Phenom_Snow,ATM_Phenom_Rain,ATM_Phenom_Sultriness,Day_of_Week,Season
2015-01-19,3.0,94.0,5.0,1014.0,1,0,0,1,0,1
2015-01-20,5.0,91.0,5.0,1012.0,1,0,0,1,1,1
2015-01-21,4.0,99.0,7.0,1011.0,1,0,1,0,2,1
2015-01-22,4.0,98.0,8.0,1012.0,1,0,1,0,3,1
2015-01-23,5.0,93.0,8.0,1010.0,1,0,0,0,4,1
2015-01-24,4.0,88.0,6.0,1011.0,1,0,0,0,5,1
2015-01-25,5.0,62.0,7.0,1017.0,1,0,0,0,6,1
2015-01-26,5.0,63.0,6.0,1023.0,0,0,0,0,0,1
2015-01-27,2.0,89.0,4.0,1017.0,1,0,0,0,1,1
2015-01-28,2.0,76.0,7.0,1016.0,0,0,0,0,2,1
2015-01-29,2.0,81.0,6.0,1000.0,0,1,1,0,3,1
2015-01-30,3.0,79.0,11.0,980.0,0,1,1,0,4,1
2015-01-31,2.0,78.0,7.0,986.0,0,0,0,0,5,1
2015-02-01,3.0,74.0,8.0,991.0,0,0,0,0,6,1
2015-02-02,3.0,66.0,7.0,1000.0,0,0,0,0,0,1
2015-02-03,3.0,76.0,7.0,1002.0,0,1,0,0,1,1
2015-02-04,5.0,67.0,6.0,1003.0,0,0,1,0,2,1
2015-02-05,2.0,92.0,6.0,1004.0,0,1,1,0,3,1
2015-02-06,2.0,100.0,4.0,1008.0,0,1,1,1,4,1
2015-02-07,2.0,94.0,6.0,1020.0,0,1,1,0,5,1
2015-02-08,1.0,97.0,7.0,1014.0,1,0,0,0,6,1
2015-02-09,3.0,77.0,7.0,1021.0,1,0,0,0,0,1
2015-02-10,3.0,81.0,5.0,1023.0,0,0,0,0,1,1
2015-02-11,4.0,83.0,6.0,1025.0,1,0,0,0,2,1
2015-02-12,3.0,89.0,7.0,1025.0,1,0,0,0,3,1
2015-02-13,5.0,91.0,5.0,1024.0,0,0,0,1,4,1
2015-02-14,4.0,100.0,7.0,1017.0,0,0,1,0,5,1
2015-02-15,4.0,100.0,6.0,1014.0,0,0,1,0,6,1
2015-02-16,7.0,90.0,7.0,1020.0,0,0,0,0,0,1
2015-02-17,9.0,74.0,6.0,1028.0,0,0,0,0,1,1
2015-02-18,6.0,76.0,6.0,1036.0,0,0,0,0,2,1
2015-02-19,5.0,84.0,5.0,1032.0,1,0,0,0,3,1
2015-02-20,6.0,82.0,5.0,1024.0,1,0,0,0,4,1
2015-02-21,6.0,95.0,10.0,1009.0,0,0,1,0,5,1
2015-02-22,7.0,93.0,10.0,1002.0,1,0,1,0,6,1
2015-02-23,6.0,87.0,5.0,1005.0,1,0,0,0,0,1
2015-02-24,7.0,81.0,8.0,1004.0,0,0,1,0,1,1
2015-02-25,9.0,57.0,8.0,1011.0,0,0,0,0,2,1
2015-02-26,7.0,70.0,7.0,1017.0,0,0,0,0,3,1
2015-02-27,8.0,71.0,6.0,1013.0,0,0,0,0,4,1
2015-02-28,8.0,76.0,5.0,1016.0,0,0,0,0,5,1
2015-03-01,8.0,77.0,7.0,1016.0,1,0,0,0,6,2
2015-03-02,9.0,89.0,8.0,1012.0,0,0,1,0,0,2
2015-03-03,10.0,69.0,10.0,1020.0,0,0,0,0,1,2
2015-03-04,8.0,89.0,7.0,1020.0,1,0,1,0,2,2
2015-03-05,9.0,51.0,17.0,1022.0,1,0,0,0,3,2
2015-03-06,7.0,47.0,7.0,1029.0,0,0,0,0,4,2
2015-03-07,7.0,51.0,8.0,1032.0,0,0,0,0,5,2
2015-03-08,7.0,62.0,6.0,1027.0,0,0,0,0,6,2
2015-03-09,7.0,64.0,7.0,1026.0,0,0,0,0,0,2
2015-03-10,9.0,65.0,6.0,1024.0,0,0,0,0,1,2
2015-03-11,12.0,62.0,8.0,1019.0,0,0,0,0,2,2
2015-03-12,10.0,52.0,7.0,1021.0,0,0,0,0,3,2
2015-03-13,10.0,52.0,7.0,1018.0,0,0,0,0,4,2
2015-03-14,9.0,53.0,8.0,1020.0,0,0,0,0,5,2
2015-03-15,10.0,59.0,17.0,1024.0,0,0,1,0,6,2
2015-03-16,8.0,88.0,9.0,1026.0,0,0,1,0,0,2
2015-03-17,10.0,88.0,5.0,1027.0,0,0,1,0,1,2
2015-03-18,10.0,83.0,6.0,1024.0,1,0,0,0,2,2
2015-03-19,11.0,74.0,6.0,1022.0,1,0,0,0,3,2
2015-03-20,12.0,61.0,6.0,1023.0,0,0,0,0,4,2
2015-03-21,11.0,66.0,7.0,1018.0,0,0,1,0,5,2
2015-03-22,9.0,91.0,9.0,1016.0,0,0,1,0,6,2
2015-03-23,10.0,75.0,6.0,1016.0,1,0,0,0,0,2
2015-03-24,12.0,74.0,8.0,1012.0,0,0,1,0,1,2
2015-03-25,10.0,93.0,9.0,1004.0,0,0,1,0,2,2
2015-03-26,12.0,92.0,7.0,1005.0,0,0,1,0,3,2
2015-03-27,14.0,48.0,16.0,1009.0,1,0,0,0,4,2
2015-03-28,13.0,53.0,7.0,1015.0,0,0,0,0,5,2
2015-03-29,13.0,54.0,6.0,1011.0,0,0,0,0,6,2
2015-03-30,15.0,57.0,11.0,1005.0,0,0,0,0,0,2
2015-03-31,17.0,46.0,13.0,1007.0,0,0,0,0,1,2
2015-04-01,15.0,,22.0,1013.0,0,0,0,0,2,2
2015-04-02,14.0,30.0,11.0,1014.0,0,0,0,0,3,2
2015-04-03,13.0,50.0,13.0,1016.0,0,0,0,0,4,2
2015-04-04,10.0,59.0,11.0,1011.0,0,0,1,0,5,2
2015-04-05,9.0,79.0,10.0,1012.0,0,0,1,0,6,2
2015-04-06,9.0,56.0,10.0,1020.0,1,0,1,0,0,2
2015-04-07,11.0,29.0,11.0,1028.0,0,0,0,0,1,2
2015-04-08,12.0,40.0,7.0,1027.0,0,0,0,0,2,2
2015-04-09,14.0,40.0,7.0,1028.0,0,0,0,0,3,2
2015-04-10,15.0,47.0,6.0,1026.0,0,0,0,0,4,2
2015-04-11,15.0,59.0,10.0,1025.0,0,0,0,0,5,2
2015-04-12,16.0,57.0,5.0,1028.0,0,0,0,0,6,2
2015-04-13,19.0,55.0,9.0,1026.0,1,0,0,0,0,2
2015-04-14,19.0,42.0,8.0,1024.0,0,0,0,0,1,2
2015-04-15,18.0,47.0,6.0,1022.0,0,0,0,0,2,2
2015-04-16,17.0,51.0,7.0,1018.0,0,0,0,0,3,2
2015-04-17,14.0,83.0,6.0,1015.0,0,0,1,0,4,2
2015-04-18,14.0,85.0,11.0,1013.0,1,0,1,0,5,2
2015-04-19,11.0,64.0,10.0,1021.0,0,0,0,0,6,2
2015-04-20,13.0,61.0,7.0,1020.0,1,0,0,0,0,2
2015-04-21,17.0,52.0,6.0,1022.0,0,0,0,0,1,2
2015-04-22,18.0,51.0,9.0,1020.0,0,0,0,0,2,2
2015-04-23,18.0,47.0,12.0,1014.0,0,0,0,0,3,2
2015-04-24,18.0,52.0,9.0,1015.0,0,0,0,0,4,2
2015-04-25,15.0,74.0,9.0,1016.0,0,0,0,0,5,2
2015-04-26,16.0,80.0,5.0,1013.0,0,0,1,0,6,2
2015-04-27,14.0,99.0,14.0,1005.0,0,0,1,0,0,2
2015-04-28,17.0,70.0,12.0,1005.0,0,0,1,0,1,2
2015-04-29,15.0,69.0,10.0,1016.0,0,0,1,0,2,2
2015-04-30,16.0,77.0,7.0,1016.0,0,0,1,0,3,2
2015-05-01,14.0,87.0,6.0,1011.0,0,0,1,0,4,2
2015-05-02,18.0,80.0,7.0,1009.0,1,0,1,0,5,2
2015-05-03,18.0,83.0,5.0,1013.0,0,0,1,0,6,2
2015-05-04,19.0,76.0,5.0,1014.0,0,0,1,0,0,2
2015-05-05,20.0,81.0,6.0,1014.0,0,0,0,0,1,2
2015-05-06,21.0,76.0,7.0,1012.0,0,0,1,0,2,2
2015-05-07,20.0,72.0,7.0,1015.0,1,0,0,0,3,2
2015-05-08,20.0,72.0,8.0,1015.0,0,0,1,0,4,2
2015-05-09,20.0,64.0,7.0,1016.0,0,0,0,0,5,2
2015-05-10,22.0,46.0,7.0,1022.0,0,0,0,0,6,2
2015-05-11,21.0,54.0,7.0,1023.0,0,0,0,0,0,2
2015-05-12,22.0,55.0,6.0,1023.0,0,0,0,0,1,2
2015-05-13,23.0,53.0,7.0,1018.0,0,0,0,0,2,2
2015-05-14,23.0,58.0,9.0,1008.0,0,0,0,0,3,2
2015-05-15,19.0,73.0,21.0,1005.0,0,0,1,0,4,2
2015-05-16,19.0,76.0,8.0,1017.0,0,0,1,0,5,2
2015-05-17,22.0,72.0,6.0,1018.0,0,0,1,0,6,2
2015-05-18,22.0,62.0,9.0,1013.0,0,0,0,0,0,2
2015-05-19,21.0,64.0,7.0,1007.0,0,0,1,0,1,2
2015-05-20,17.0,81.0,11.0,1007.0,0,0,1,0,2,2
2015-05-21,14.0,70.0,9.0,1014.0,0,0,1,0,3,2
2015-05-22,15.0,73.0,9.0,1015.0,0,0,0,0,4,2
2015-05-23,16.0,76.0,9.0,1012.0,0,0,1,0,5,2
2015-05-24,18.0,66.0,7.0,1014.0,1,0,1,0,6,2
2015-05-25,20.0,60.0,8.0,1011.0,0,0,1,0,0,2
2015-05-26,18.0,72.0,8.0,1010.0,0,0,1,0,1,2
2015-05-27,18.0,67.0,8.0,1015.0,0,0,0,0,2,2
2015-05-28,19.0,58.0,9.0,1017.0,0,0,0,0,3,2
2015-05-29,20.0,55.0,7.0,1015.0,0,0,0,0,4,2
2015-05-30,21.0,62.0,10.0,1014.0,0,0,0,0,5,2
2015-05-31,21.0,64.0,6.0,1016.0,0,0,0,0,6,2
2015-06-01,22.0,66.0,6.0,1018.0,0,0,1,0,0,3
2015-06-02,24.0,53.0,6.0,1019.0,0,0,0,0,1,3
2015-06-03,25.0,51.0,6.0,1020.0,0,0,0,0,2,3
2015-06-04,27.0,55.0,5.0,1021.0,0,0,0,0,3,3
2015-06-05,28.0,54.0,6.0,1020.0,0,0,0,0,4,3
2015-06-06,28.0,53.0,8.0,1020.0,0,0,0,0,5,3
2015-06-07,27.0,52.0,8.0,1020.0,0,0,1,0,6,3
2015-06-08,25.0,58.0,9.0,1017.0,0,0,1,0,0,3
2015-06-09,24.0,63.0,7.0,1015.0,0,0,0,0,1,3
2015-06-10,23.0,70.0,8.0,1018.0,0,0,1,0,2,3
2015-06-11,25.0,61.0,6.0,1017.0,0,0,0,0,3,3
2015-06-12,24.0,62.0,7.0,1015.0,0,0,1,0,4,3
2015-06-13,23.0,79.0,7.0,1014.0,0,0,1,0,5,3
2015-06-14,20.0,91.0,8.0,1010.0,0,0,1,0,6,3
2015-06-15,21.0,81.0,7.0,1012.0,0,0,1,0,0,3
2015-06-16,20.0,87.0,8.0,1015.0,0,0,1,0,1,3
2015-06-17,21.0,74.0,8.0,1015.0,0,0,1,0,2,3
2015-06-18,22.0,64.0,7.0,1015.0,0,0,0,0,3,3
2015-06-19,23.0,60.0,7.0,1010.0,0,0,1,0,4,3
2015-06-20,22.0,57.0,10.0,1013.0,0,0,0,0,5,3
2015-06-21,21.0,58.0,7.0,1016.0,0,0,0,0,6,3
2015-06-22,21.0,60.0,8.0,1015.0,0,0,1,0,0,3
2015-06-23,24.0,55.0,8.0,1007.0,0,0,1,0,1,3
2015-06-24,20.0,53.0,13.0,1018.0,0,0,0,0,2,3
2015-06-25,22.0,50.0,8.0,1021.0,0,0,0,0,3,3
2015-06-26,23.0,55.0,6.0,1019.0,0,0,0,0,4,3
2015-06-27,25.0,54.0,6.0,1016.0,0,0,0,0,5,3
2015-06-28,25.0,53.0,8.0,1016.0,0,0,0,0,6,3
2015-06-29,25.0,52.0,9.0,1019.0,0,0,0,0,0,3
2015-06-30,26.0,50.0,9.0,1020.0,0,0,0,0,1,3
2015-07-01,27.0,51.0,7.0,1020.0,0,0,0,0,2,3
2015-07-02,28.0,50.0,7.0,1021.0,0,0,1,0,3,3
2015-07-03,29.0,50.0,9.0,1024.0,0,0,1,0,4,3
2015-07-04,28.0,54.0,7.0,1022.0,0,0,1,0,5,3
2015-07-05,30.0,58.0,6.0,1018.0,0,0,0,0,6,3
2015-07-06,30.0,58.0,6.0,1017.0,0,0,0,0,0,3
2015-07-07,31.0,57.0,8.0,1015.0,0,0,0,0,1,3
2015-07-08,,,,,0,0,0,0,2,3
2015-07-09,27.0,54.0,13.0,1011.0,0,0,0,0,3,3
2015-07-10,25.0,46.0,9.0,1018.0,0,0,0,0,4,3
2015-07-11,26.0,48.0,7.0,1017.0,0,0,0,0,5,3
2015-07-12,28.0,53.0,6.0,1015.0,0,0,0,0,6,3
2015-07-13,28.0,54.0,9.0,1012.0,0,0,0,0,0,3
2015-07-14,28.0,55.0,8.0,1015.0,0,0,0,0,1,3
2015-07-15,29.0,55.0,8.0,1016.0,0,0,0,0,2,3
2015-07-16,30.0,55.0,9.0,1017.0,0,0,0,0,3,3
2015-07-17,30.0,43.0,7.0,1017.0,0,0,0,0,4,3
2015-07-18,30.0,49.0,7.0,1016.0,0,0,0,0,5,3
2015-07-19,29.0,53.0,9.0,1013.0,0,0,0,0,6,3
2015-07-20,30.0,53.0,8.0,1012.0,0,0,0,0,0,3
2015-07-21,30.0,48.0,6.0,1013.0,0,0,0,0,1,3
2015-07-22,31.0,50.0,7.0,1013.0,0,0,0,0,2,3
2015-07-23,,,,,0,0,0,0,3,3
2015-07-24,,,,,0,0,0,0,4,3
2015-07-25,27.0,64.0,9.0,1008.0,0,0,1,0,5,3
2015-07-26,27.0,46.0,11.0,1010.0,0,0,0,0,6,3
2015-07-27,27.0,58.0,8.0,1005.0,0,0,0,0,0,3
2015-07-28,27.0,60.0,9.0,1006.0,0,0,0,0,1,3
2015-07-29,26.0,58.0,8.0,1006.0,0,0,0,0,2,3
2015-07-30,25.0,64.0,11.0,1009.0,0,0,0,0,3,3
2015-07-31,24.0,53.0,15.0,1013.0,0,0,1,0,4,3
2015-08-01,20.0,73.0,8.0,1015.0,0,0,1,0,5,3
2015-08-02,23.0,70.0,6.0,1016.0,0,0,0,0,6,3
2015-08-03,26.0,63.0,6.0,1017.0,0,0,0,0,0,3
2015-08-04,27.0,62.0,6.0,1014.0,0,0,0,0,1,3
2015-08-05,28.0,60.0,6.0,1015.0,0,0,0,0,2,3
2015-08-06,30.0,53.0,6.0,1015.0,0,0,0,0,3,3
2015-08-07,30.0,51.0,7.0,1015.0,0,0,0,0,4,3
2015-08-08,30.0,49.0,8.0,1016.0,0,0,0,0,5,3
2015-08-09,28.0,53.0,9.0,1015.0,0,0,1,0,6,3
2015-08-10,22.0,83.0,10.0,1014.0,0,0,1,0,0,3
2015-08-11,26.0,64.0,7.0,1014.0,0,0,0,0,1,3
2015-08-12,28.0,54.0,7.0,1016.0,0,0,0,0,2,3
2015-08-13,29.0,51.0,5.0,1014.0,0,0,0,0,3,3
2015-08-14,25.0,62.0,6.0,1010.0,0,0,1,0,4,3
2015-08-15,22.0,75.0,6.0,1008.0,0,0,1,0,5,3
2015-08-16,20.0,77.0,9.0,1009.0,0,0,1,0,6,3
2015-08-17,23.0,64.0,8.0,1008.0,0,0,1,0,0,3
2015-08-18,22.0,73.0,7.0,1011.0,0,0,1,0,1,3
2015-08-19,21.0,73.0,7.0,1014.0,0,0,0,0,2,3
2015-08-20,23.0,64.0,6.0,1018.0,0,0,0,0,3,3
2015-08-21,22.0,66.0,9.0,1021.0,0,0,1,0,4,3
2015-08-22,23.0,56.0,7.0,1018.0,0,0,0,0,5,3
2015-08-23,20.0,68.0,10.0,1014.0,0,0,1,0,6,3
2015-08-24,19.0,90.0,8.0,1012.0,0,0,1,0,0,3
2015-08-25,22.0,80.0,6.0,1014.0,1,0,0,0,1,3
2015-08-26,23.0,71.0,5.0,1018.0,0,0,0,0,2,3
2015-08-27,24.0,66.0,5.0,1017.0,0,0,0,0,3,3
2015-08-28,25.0,64.0,6.0,1019.0,0,0,0,0,4,3
2015-08-29,27.0,64.0,5.0,1021.0,0,0,0,0,5,3
2015-08-30,27.0,61.0,5.0,1020.0,0,0,0,0,6,3
2015-08-31,26.0,52.0,5.0,1017.0,0,0,0,0,0,3
2015-09-01,25.0,54.0,6.0,1013.0,0,0,1,0,1,4
2015-09-02,24.0,65.0,6.0,1011.0,0,0,1,0,2,4
2015-09-03,23.0,62.0,6.0,1011.0,0,0,1,0,3,4
2015-09-04,22.0,63.0,6.0,1012.0,0,0,0,0,4,4
2015-09-05,20.0,62.0,10.0,1011.0,0,0,1,0,5,4
2015-09-06,18.0,55.0,6.0,1017.0,0,0,0,0,6,4
2015-09-07,19.0,54.0,6.0,1019.0,0,0,0,0,0,4
2015-09-08,20.0,55.0,8.0,1020.0,0,0,0,0,1,4
2015-09-09,19.0,53.0,8.0,1017.0,0,0,0,0,2,4
2015-09-10,19.0,48.0,8.0,1017.0,0,0,0,0,3,4
2015-09-11,19.0,60.0,7.0,1019.0,0,0,1,0,4,4
2015-09-12,21.0,61.0,4.0,1021.0,0,0,0,0,5,4
2015-09-13,19.0,81.0,8.0,1016.0,0,0,1,0,6,4
2015-09-14,20.0,85.0,10.0,1008.0,0,0,1,0,0,4
2015-09-15,21.0,66.0,6.0,1011.0,0,0,0,0,1,4
2015-09-16,20.0,82.0,5.0,1010.0,0,0,1,0,2,4
2015-09-17,22.0,80.0,9.0,1008.0,1,0,0,0,3,4
2015-09-18,22.0,67.0,8.0,1013.0,0,0,0,0,4,4
2015-09-19,20.0,62.0,7.0,1016.0,0,0,0,0,5,4
2015-09-20,20.0,58.0,7.0,1015.0,0,0,0,0,6,4
2015-09-21,19.0,64.0,5.0,1015.0,0,0,0,0,0,4
2015-09-22,18.0,62.0,9.0,1010.0,0,0,0,0,1,4
2015-09-23,14.0,80.0,16.0,1006.0,0,0,1,0,2,4
2015-09-24,15.0,72.0,5.0,1013.0,1,0,0,0,3,4
2015-09-25,18.0,66.0,5.0,1014.0,1,0,0,0,4,4
2015-09-26,19.0,64.0,7.0,1017.0,0,0,0,0,5,4
2015-09-27,18.0,71.0,10.0,1022.0,0,0,0,0,6,4
2015-09-28,17.0,55.0,10.0,1026.0,0,0,0,0,0,4
2015-09-29,16.0,54.0,6.0,1027.0,0,0,0,0,1,4
2015-09-30,15.0,55.0,8.0,1027.0,0,0,0,0,2,4
2015-10-01,14.0,59.0,5.0,1027.0,0,0,1,0,3,4
2015-10-02,14.0,75.0,6.0,1024.0,0,0,1,0,4,4
2015-10-03,15.0,89.0,6.0,1021.0,0,0,1,0,5,4
2015-10-04,17.0,88.0,9.0,1018.0,0,0,1,0,6,4
2015-10-05,17.0,81.0,4.0,1016.0,1,0,0,0,0,4
2015-10-06,16.0,92.0,5.0,1012.0,0,0,1,1,1,4
2015-10-07,17.0,85.0,7.0,1010.0,1,0,0,0,2,4
2015-10-08,18.0,73.0,6.0,1015.0,0,0,0,0,3,4
2015-10-09,17.0,78.0,6.0,1017.0,1,0,0,0,4,4
2015-10-10,17.0,77.0,6.0,1011.0,1,0,1,0,5,4
2015-10-11,16.0,76.0,4.0,1007.0,0,0,0,0,6,4
2015-10-12,16.0,78.0,5.0,1013.0,0,0,1,0,0,4
2015-10-13,15.0,96.0,8.0,1013.0,0,0,1,0,1,4
2015-10-14,15.0,91.0,8.0,1007.0,0,0,1,0,2,4
2015-10-15,13.0,84.0,14.0,1007.0,0,0,1,0,3,4
2015-10-16,11.0,80.0,8.0,1013.0,1,0,1,0,4,4
2015-10-17,11.0,83.0,5.0,1018.0,1,0,1,0,5,4
2015-10-18,12.0,91.0,4.0,1018.0,0,0,1,1,6,4
2015-10-19,12.0,86.0,7.0,1014.0,1,0,0,0,0,4
2015-10-20,12.0,76.0,6.0,1016.0,1,0,0,0,1,4
2015-10-21,11.0,77.0,4.0,1017.0,1,0,0,0,2,4
2015-10-22,10.0,76.0,6.0,1015.0,1,0,0,0,3,4
2015-10-23,11.0,78.0,4.0,1021.0,1,0,0,0,4,4
2015-10-24,11.0,83.0,4.0,1023.0,1,0,0,0,5,4
2015-10-25,13.0,86.0,4.0,1022.0,1,0,0,0,6,4
2015-10-26,10.0,96.0,5.0,1022.0,1,0,0,1,0,4
2015-10-27,10.0,91.0,4.0,1021.0,1,0,0,1,1,4
2015-10-28,12.0,92.0,8.0,1017.0,0,0,1,0,2,4
2015-10-29,13.0,94.0,5.0,1016.0,0,0,1,1,3,4
2015-10-30,13.0,91.0,3.0,1024.0,1,0,0,1,4,4
2015-10-31,12.0,80.0,4.0,1029.0,1,0,0,0,5,4
2015-11-01,11.0,75.0,5.0,1033.0,1,0,0,0,6,4
2015-11-02,10.0,79.0,5.0,1032.0,1,0,0,0,0,4
2015-11-03,9.0,87.0,6.0,1029.0,1,0,0,0,1,4
2015-11-04,12.0,78.0,6.0,1023.0,1,0,1,0,2,4
2015-11-05,12.0,82.0,4.0,1021.0,1,0,0,0,3,4
2015-11-06,12.0,83.0,5.0,1024.0,1,0,0,0,4,4
2015-11-07,12.0,83.0,5.0,1028.0,1,0,0,0,5,4
2015-11-08,12.0,83.0,3.0,1029.0,1,0,0,0,6,4
2015-11-09,14.0,81.0,8.0,1026.0,1,0,0,0,0,4
2015-11-10,13.0,85.0,4.0,1025.0,1,0,0,0,1,4
2015-11-11,12.0,89.0,5.0,1024.0,1,0,0,0,2,4
2015-11-12,11.0,86.0,5.0,1026.0,1,0,0,0,3,4
2015-11-13,10.0,93.0,5.0,1027.0,1,0,0,1,4,4
2015-11-14,10.0,99.0,5.0,1026.0,1,0,1,1,5,4
2015-11-15,10.0,94.0,7.0,1021.0,1,0,0,0,6,4
2015-11-16,9.0,96.0,5.0,1020.0,1,0,0,1,0,4
2015-11-17,9.0,98.0,6.0,1020.0,1,0,0,0,1,4
2015-11-18,9.0,96.0,6.0,1022.0,1,0,0,0,2,4
2015-11-19,11.0,95.0,6.0,1023.0,1,0,0,0,3,4
2015-11-20,12.0,89.0,5.0,1012.0,0,0,0,0,4,4
2015-11-21,10.0,92.0,9.0,992.0,1,0,1,0,5,4
2015-11-22,8.0,64.0,8.0,1002.0,0,0,0,0,6,4
2015-11-23,5.0,83.0,8.0,1019.0,0,0,1,0,0,4
2015-11-24,4.0,82.0,4.0,1023.0,1,0,0,0,1,4
2015-11-25,3.0,88.0,4.0,1011.0,1,0,0,0,2,4
2015-11-26,3.0,88.0,5.0,1007.0,1,0,0,0,3,4
2015-11-27,4.0,74.0,5.0,1012.0,1,0,0,0,4,4
2015-11-28,2.0,86.0,5.0,1014.0,1,0,0,0,5,4
2015-11-29,3.0,85.0,4.0,1023.0,1,0,0,0,6,4
2015-11-30,6.0,81.0,5.0,1024.0,1,0,0,0,0,4
2015-12-01,6.0,84.0,6.0,1025.0,1,0,0,0,1,1
2015-12-02,4.0,96.0,5.0,1030.0,1,0,0,1,2,1
2015-12-03,4.0,99.0,6.0,1032.0,1,0,0,0,3,1
2015-12-04,3.0,100.0,7.0,1034.0,1,0,0,0,4,1
2015-12-05,6.0,97.0,7.0,1036.0,1,0,0,0,5,1
2015-12-06,6.0,99.0,5.0,1036.0,1,0,1,1,6,1
2015-12-07,7.0,95.0,4.0,1037.0,1,0,0,1,0,1
2015-12-08,6.0,96.0,7.0,1034.0,1,0,0,0,1,1
2015-12-09,5.0,100.0,5.0,1033.0,1,0,0,1,2,1
2015-12-10,3.0,100.0,6.0,1035.0,1,0,0,0,3,1
2015-12-11,2.0,97.0,7.0,1032.0,1,0,0,0,4,1
2015-12-12,3.0,94.0,5.0,1027.0,1,0,0,1,5,1
2015-12-13,6.0,87.0,5.0,1024.0,0,0,0,0,6,1
2015-12-14,6.0,85.0,4.0,1026.0,1,0,0,0,0,1
2015-12-15,6.0,90.0,4.0,1027.0,1,0,0,1,1,1
2015-12-16,8.0,84.0,4.0,1030.0,0,0,0,0,2,1
2015-12-17,6.0,85.0,5.0,1030.0,1,0,0,0,3,1
2015-12-18,5.0,88.0,5.0,1028.0,1,0,0,0,4,1
2015-12-19,5.0,89.0,5.0,1028.0,1,0,0,0,5,1
2015-12-20,6.0,88.0,5.0,1029.0,1,0,0,0,6,1
2015-12-21,7.0,94.0,4.0,1032.0,1,0,1,1,0,1
2015-12-22,8.0,90.0,5.0,1035.0,1,0,0,1,1,1
2015-12-23,8.0,94.0,5.0,1033.0,0,0,0,1,2,1
2015-12-24,7.0,92.0,6.0,1033.0,0,0,0,0,3,1
2015-12-25,6.0,91.0,6.0,1035.0,1,0,0,0,4,1
2015-12-26,3.0,97.0,6.0,1035.0,1,0,0,0,5,1
2015-12-27,2.0,99.0,4.0,1034.0,1,0,0,1,6,1
2015-12-28,1.0,99.0,6.0,1032.0,1,0,0,0,0,1
2015-12-29,1.0,99.0,4.0,1029.0,1,0,0,1,1,1
2015-12-30,6.0,81.0,5.0,1030.0,1,0,0,0,2,1
2015-12-31,5.0,74.0,5.0,1029.0,0,0,0,0,3,1
2016-01-01,1.0,97.0,6.0,1026.0,1,0,0,0,4,1
2016-01-02,1.0,97.0,5.0,1019.0,1,1,1,1,5,1
2016-01-03,1.0,96.0,7.0,1010.0,1,1,0,0,6,1
2016-01-04,2.0,93.0,7.0,1000.0,0,1,1,0,0,1
2016-01-05,3.0,89.0,6.0,1001.0,0,0,1,0,1,1
2016-01-06,5.0,85.0,8.0,1001.0,1,0,0,0,2,1
2016-01-07,3.0,88.0,5.0,1004.0,1,0,0,0,3,1
2016-01-08,2.0,89.0,7.0,1009.0,1,0,0,0,4,1
2016-01-09,5.0,95.0,6.0,1008.0,0,0,1,0,5,1
2016-01-10,5.0,95.0,5.0,1004.0,1,0,1,1,6,1
2016-01-11,6.0,95.0,8.0,997.0,1,0,1,0,0,1
2016-01-12,5.0,80.0,7.0,1002.0,1,0,0,0,1,1
2016-01-13,7.0,46.0,11.0,1014.0,0,0,0,0,2,1
2016-01-14,2.0,74.0,7.0,1014.0,0,0,0,0,3,1
2016-01-15,5.0,54.0,11.0,1010.0,0,0,0,0,4,1
2016-01-16,5.0,43.0,10.0,1014.0,0,0,0,0,5,1
2016-01-17,6.0,,17.0,1017.0,0,0,0,0,6,1
2016-01-18,0.0,40.0,4.0,1020.0,0,0,0,0,0,1
2016-01-19,-1.0,55.0,4.0,1017.0,0,0,0,0,1,1
2016-01-20,0.0,63.0,6.0,1018.0,0,0,0,0,2,1
2016-01-21,0.0,69.0,6.0,1023.0,0,0,0,0,3,1
2016-01-22,0.0,75.0,4.0,1032.0,0,0,0,0,4,1
2016-01-23,2.0,73.0,6.0,1033.0,0,0,0,0,5,1
2016-01-24,2.0,75.0,6.0,1034.0,0,0,0,0,6,1
2016-01-25,4.0,77.0,5.0,1032.0,1,0,0,0,0,1
2016-01-26,7.0,81.0,5.0,1030.0,1,0,0,0,1,1
2016-01-27,7.0,85.0,4.0,1029.0,1,0,0,0,2,1
2016-01-28,9.0,84.0,5.0,1028.0,0,0,1,0,3,1
2016-01-29,10.0,81.0,5.0,1030.0,1,0,1,0,4,1
2016-01-30,8.0,91.0,4.0,1027.0,1,0,1,1,5,1
2016-01-31,8.0,92.0,8.0,1016.0,1,0,0,0,6,1
2016-02-01,5.0,97.0,8.0,1022.0,1,0,0,0,0,1
2016-02-02,8.0,96.0,5.0,1026.0,1,0,0,1,1,1
2016-02-03,8.0,83.0,9.0,1016.0,0,0,1,0,2,1
2016-02-04,9.0,31.0,11.0,1023.0,0,0,0,0,3,1
2016-02-05,6.0,60.0,9.0,1025.0,0,0,0,0,4,1
2016-02-06,4.0,85.0,5.0,1029.0,0,0,1,0,5,1
2016-02-07,6.0,94.0,6.0,1014.0,0,0,1,0,6,1
2016-02-08,7.0,87.0,7.0,1015.0,0,0,1,0,0,1
2016-02-09,8.0,91.0,8.0,1008.0,0,0,1,0,1,1
