Day_of_Week,Weekend_Day,Month,Season,PM2.5 µg/m³,Over_PM25_Limit,NO µg/m³,NO2 µg/m³,CO mg/m³,O µg/m³,Mean_Temperature_°C,Humidity_Level_%,Mean_Windspeed_km/h,ATM_Pressure,ATM_Phenom_Fog,ATM_Phenom_Snow,ATM_Phenom_Rain,ATM_Phenom_Sultriness
6,1,6,3,8.0,0,31.9,25.0,0.5,65.1,26.0,65.0,8.0,1011.0,0,0,1,0
1,0,7,3,8.0,0,46.4,35.0,0.8,61.9,25.0,70.0,5.0,1013.0,0,0,1,0
2,0,7,3,10.0,0,59.3,41.8,0.9,78.4,25.0,65.0,6.0,1013.0,0,0,0,0
3,0,7,3,12.0,0,67.8,52.0,0.8,91.5,27.0,60.0,9.0,1012.0,0,0,0,0
4,0,7,3,5.0,0,49.7,35.8,0.8,89.0,24.0,70.0,12.0,1012.0,0,0,1,0
5,1,7,3,4.0,0,49.6,38.6,0.7,90.4,25.0,53.0,7.0,1014.0,0,0,0,0
6,1,7,3,4.0,0,33.7,25.6,0.6,85.3,24.0,45.0,11.0,1020.0,0,0,0,0
0,0,7,3,5.0,0,51.9,39.1,0.6,88.4,25.0,38.0,8.0,1021.0,0,0,0,0
1,0,7,3,6.0,0,64.1,50.7,0.6,95.5,26.0,43.0,5.0,1019.0,0,0,0,0
2,0,7,3,7.0,0,63.3,53.4,0.7,94.7,26.0,45.0,6.0,1016.0,0,0,0,0
3,0,7,3,7.0,0,48.9,39.8,0.7,98.6,26.0,46.0,6.0,1013.0,0,0,0,0
4,0,7,3,12.0,0,61.3,48.3,0.7,101.8,26.0,56.0,7.0,1012.0,0,0,1,0
5,1,7,3,7.0,0,38.4,31.9,0.6,103.2,26.0,56.0,5.0,1013.0,0,0,0,0
6,1,7,3,8.0,0,28.1,23.4,0.5,89.0,27.0,53.0,9.0,1013.0,0,0,0,0
0,0,7,3,7.0,0,49.8,36.8,0.7,63.7,24.0,62.0,8.0,1005.0,0,0,1,0
1,0,7,3,4.0,0,72.0,46.6,0.7,59.1,25.0,30.0,10.0,1004.0,0,0,0,0
2,0,7,3,2.0,0,57.1,40.4,0.7,71.1,24.0,37.0,14.0,1005.0,0,0,0,0
3,0,7,3,5.0,0,65.5,48.3,0.8,82.5,25.0,37.0,9.0,1009.0,0,0,0,0
4,0,7,3,8.0,0,42.1,35.4,0.7,102.5,26.0,52.0,6.0,1011.0,0,0,0,0
3,0,8,3,23.0,0,54.5,44.8,0.8,104.6,30.0,46.0,6.0,1015.0,0,0,0,0
4,0,8,3,19.0,0,53.3,38.7,0.8,102.1,31.0,41.0,7.0,1011.0,0,0,0,0
5,1,8,3,23.0,0,43.6,36.6,0.6,113.5,31.0,43.0,5.0,1011.0,0,0,0,0
6,1,8,3,18.0,0,39.2,32.0,0.7,90.4,28.0,56.0,9.0,1011.0,0,0,1,0
0,0,8,3,4.0,0,40.4,30.1,0.6,70.7,26.0,49.0,10.0,1016.0,0,0,0,0
1,0,8,3,12.0,0,40.7,30.6,0.6,86.5,26.0,51.0,13.0,1013.0,0,0,1,0
2,0,8,3,14.0,0,37.9,29.7,0.6,79.6,28.0,53.0,6.0,1012.0,0,0,0,0
3,0,8,3,14.0,0,45.0,33.9,0.6,65.5,24.0,62.0,6.0,1011.0,0,0,1,0
4,0,8,3,6.0,0,34.3,26.1,0.6,75.0,21.0,57.0,11.0,1011.0,0,0,1,0
5,1,8,3,2.0,0,36.3,28.2,0.5,62.2,23.0,47.0,7.0,1014.0,0,0,0,0
6,1,8,3,6.0,0,37.2,30.9,0.5,76.5,23.0,46.0,5.0,1017.0,0,0,0,0
0,0,8,3,7.0,0,38.3,32.5,0.6,80.0,25.0,47.0,6.0,1019.0,0,0,0,0
1,0,8,3,7.0,0,31.1,26.2,0.5,94.2,26.0,47.0,5.0,1019.0,0,0,0,0
2,0,8,3,11.0,0,40.0,34.1,0.6,101.7,27.0,49.0,5.0,1018.0,0,0,0,0
3,0,8,3,8.0,0,36.1,30.4,0.6,104.0,28.0,48.0,6.0,1017.0,0,0,0,0
4,0,8,3,15.0,0,41.7,34.4,0.6,107.1,28.0,50.0,7.0,1016.0,0,0,1,0
5,1,8,3,9.0,0,28.3,22.9,0.5,99.4,26.0,59.0,7.0,1012.0,0,0,1,0
6,1,8,3,4.0,0,25.9,20.9,0.5,85.7,23.0,51.0,8.0,1017.0,0,0,0,0
0,0,8,3,5.0,0,40.7,31.3,0.5,74.8,23.0,45.0,10.0,1019.0,0,0,0,0
1,0,8,3,9.0,0,38.9,30.3,0.5,86.9,23.0,42.0,9.0,1019.0,0,0,0,0
2,0,8,3,12.0,0,43.0,35.8,0.5,92.8,24.0,48.0,7.0,1017.0,0,0,0,0
3,0,8,3,13.0,0,41.2,34.1,0.5,102.7,25.0,51.0,6.0,1018.0,0,0,0,0
4,0,8,3,15.0,0,39.9,32.0,0.5,93.8,26.0,54.0,5.0,1019.0,0,0,0,0
6,1,8,3,18.0,0,35.0,31.0,0.5,100.5,28.0,52.0,6.0,1015.0,0,0,0,0
0,0,8,3,19.0,0,56.4,44.1,0.6,84.0,27.0,52.0,5.0,1014.0,0,0,1,0
1,0,8,3,11.0,0,48.3,36.8,0.5,83.4,26.0,47.0,10.0,1016.0,0,0,0,0
2,0,8,3,15.0,0,60.1,46.6,0.5,88.1,27.0,45.0,6.0,1015.0,0,0,0,0
3,0,8,3,14.0,0,49.6,38.6,0.5,73.7,25.0,55.0,8.0,1014.0,0,0,1,0
4,0,9,4,12.0,0,49.5,36.2,0.5,62.9,23.0,63.0,9.0,1010.0,0,0,1,0
5,1,9,4,3.0,0,50.5,34.4,0.5,46.9,16.0,76.0,10.0,1010.0,0,0,1,0
6,1,9,4,7.0,0,48.7,35.7,0.6,45.3,19.0,61.0,4.0,1011.0,1,0,0,0
0,0,9,4,7.0,0,65.4,47.0,0.7,54.8,20.0,54.0,6.0,1016.0,0,0,0,0
1,0,9,4,13.0,0,69.0,49.9,0.6,66.8,22.0,57.0,5.0,1019.0,0,0,0,0
2,0,9,4,13.0,0,52.0,41.9,0.6,81.4,22.0,62.0,5.0,1016.0,0,0,0,0
3,0,9,4,15.0,0,48.5,37.1,0.5,75.2,23.0,63.0,8.0,1011.0,0,0,1,0
4,0,9,4,8.0,0,55.3,36.2,0.5,58.3,20.0,70.0,9.0,1012.0,0,0,1,0
5,1,9,4,13.0,0,43.7,30.3,0.5,59.3,20.0,70.0,13.0,1003.0,0,0,1,0
6,1,9,4,8.0,0,43.0,28.9,0.5,59.8,16.0,92.0,14.0,1002.0,0,0,1,0
0,0,9,4,10.0,0,56.0,39.3,0.7,45.2,19.0,80.0,6.0,1002.0,0,0,1,0
1,0,9,4,14.0,0,73.6,44.4,0.7,37.5,20.0,69.0,11.0,1006.0,0,0,1,0
2,0,9,4,9.0,0,61.5,38.4,0.6,50.3,19.0,64.0,7.0,1018.0,0,0,0,0
3,0,9,4,12.0,0,91.2,54.4,0.8,32.5,19.0,72.0,8.0,1012.0,0,0,1,0
4,0,9,4,13.0,0,103.8,54.1,0.8,23.2,15.0,71.0,5.0,1011.0,0,0,1,0
5,1,9,4,6.0,0,43.7,30.1,0.6,58.7,16.0,79.0,7.0,1010.0,0,0,1,0
6,1,9,4,5.0,0,40.0,28.1,0.6,59.4,16.0,73.0,8.0,1011.0,0,0,1,0
0,0,9,4,9.0,0,89.3,43.7,0.8,28.4,14.0,79.0,4.0,1014.0,0,0,0,0
1,0,9,4,11.0,0,78.8,44.4,0.8,33.1,15.0,72.0,5.0,1012.0,1,0,0,0
2,0,9,4,11.0,0,86.1,50.7,0.7,27.0,16.0,59.0,6.0,1015.0,1,0,0,0
3,0,9,4,9.0,0,94.3,60.0,0.7,41.5,16.0,56.0,4.0,1018.0,0,0,0,0
4,0,9,4,8.0,0,79.4,50.6,0.6,54.6,17.0,63.0,5.0,1020.0,0,0,0,0
5,1,9,4,13.0,0,66.8,46.1,0.6,55.3,18.0,70.0,5.0,1020.0,1,0,0,0
6,1,9,4,12.0,0,46.1,34.0,0.5,68.5,19.0,72.0,8.0,1018.0,0,0,1,0
0,0,9,4,10.0,0,62.6,41.3,0.6,57.1,18.0,65.0,8.0,1019.0,0,0,0,0
1,0,9,4,12.0,0,76.3,51.2,0.6,39.8,17.0,68.0,6.0,1021.0,0,0,0,0
2,0,9,4,26.0,1,82.4,57.0,0.7,39.4,19.0,64.0,6.0,1023.0,0,0,0,0
3,0,9,4,36.0,1,98.8,61.2,0.8,35.7,18.0,69.0,6.0,1025.0,0,0,0,0
4,0,9,4,30.0,1,74.7,51.1,0.7,36.9,18.0,66.0,7.0,1024.0,0,0,0,0
5,1,9,4,24.0,0,70.1,45.3,0.6,46.7,18.0,60.0,9.0,1020.0,0,0,0,0
6,1,10,4,20.0,0,45.0,31.0,0.6,50.7,16.0,69.0,7.0,1021.0,0,0,1,0
3,0,10,4,49.0,1,141.0,77.4,0.8,29.7,16.0,74.0,3.0,1024.0,1,0,0,0
4,0,10,4,53.0,1,151.4,80.7,0.8,24.0,16.0,78.0,2.0,1026.0,1,0,0,0
5,1,10,4,61.0,1,112.2,72.6,0.5,32.9,16.0,80.0,3.0,1027.0,1,0,0,0
6,1,10,4,58.0,1,100.4,70.4,0.6,33.5,16.0,81.0,3.0,1028.0,1,0,0,0
0,0,10,4,57.0,1,166.8,90.4,1.0,24.7,16.0,79.0,3.0,1027.0,1,0,0,0
1,0,10,4,62.0,1,182.2,92.4,1.0,15.8,15.0,81.0,2.0,1024.0,1,0,0,0
2,0,10,4,69.0,1,156.3,84.1,0.8,23.2,15.0,80.0,2.0,1019.0,1,0,0,0
3,0,10,4,59.0,1,106.9,60.4,0.5,13.9,13.0,95.0,4.0,1019.0,1,0,0,1
4,0,10,4,67.0,1,74.6,45.8,0.4,18.4,13.0,93.0,6.0,1020.0,1,0,0,0
5,1,10,4,96.0,1,70.2,45.1,0.4,15.8,14.0,88.0,2.0,1020.0,0,0,1,0
6,1,10,4,63.0,1,58.6,38.6,0.3,24.7,15.0,75.0,6.0,1013.0,1,0,1,0
0,0,10,4,6.0,0,79.3,46.6,0.4,37.6,16.0,37.0,12.0,1014.0,0,0,0,0
1,0,10,4,23.0,0,165.8,72.0,0.8,24.1,15.0,42.0,6.0,1019.0,0,0,0,0
2,0,10,4,28.0,1,190.0,75.3,0.7,11.3,13.0,64.0,4.0,1025.0,0,0,0,0
3,0,10,4,50.0,1,265.6,88.8,1.1,9.0,13.0,70.0,4.0,1025.0,1,0,0,0
4,0,10,4,28.0,1,134.2,66.4,0.7,27.5,15.0,67.0,8.0,1017.0,1,0,0,0
5,1,10,4,61.0,1,96.2,60.4,0.4,21.1,13.0,69.0,6.0,1018.0,1,0,0,0
6,1,10,4,33.0,1,55.0,43.2,0.3,50.3,15.0,54.0,14.0,1007.0,0,0,0,0
0,0,10,4,35.0,1,87.5,53.3,0.4,35.1,14.0,64.0,5.0,1016.0,0,0,0,0
1,0,10,4,15.0,0,95.2,57.2,0.4,9.8,12.0,67.0,3.0,1023.0,0,0,0,0
4,0,12,1,22.0,0,167.0,72.7,0.7,5.8,3.0,74.0,6.0,1011.0,0,0,1,0
5,1,12,1,19.0,0,127.9,70.8,0.6,11.3,5.0,64.0,6.0,1016.0,0,0,1,0
6,1,12,1,36.0,1,201.7,77.0,1.1,6.8,2.0,80.0,3.0,1020.0,1,0,0,0
0,0,12,1,48.0,1,240.3,80.6,1.2,4.3,1.0,86.0,3.0,1026.0,1,0,0,0
1,0,12,1,63.0,1,331.4,92.9,1.5,3.4,2.0,80.0,3.0,1032.0,1,0,0,0
2,0,12,1,49.0,1,369.8,99.5,1.7,5.6,4.0,84.0,4.0,1032.0,1,0,0,0
3,0,12,1,42.0,1,305.8,87.8,1.3,3.4,5.0,83.0,5.0,1028.0,1,0,0,0
4,0,12,1,55.0,1,192.5,76.5,1.0,3.3,5.0,83.0,6.0,1015.0,0,0,0,0
6,1,12,1,15.0,0,128.9,75.5,0.6,8.9,0.0,67.0,4.0,1011.0,0,1,1,0
0,0,12,1,30.0,1,206.0,76.9,0.9,3.3,1.0,99.0,5.0,999.0,0,0,1,1
1,0,12,1,40.0,1,277.3,76.3,1.3,3.1,3.0,96.0,5.0,1008.0,1,0,0,1
2,0,12,1,36.0,1,266.4,75.8,1.3,3.5,3.0,91.0,6.0,1016.0,1,0,0,0
3,0,12,1,22.0,0,272.7,83.1,1.3,4.1,4.0,83.0,5.0,1007.0,0,0,0,0
4,0,12,1,51.0,1,237.1,77.3,1.3,3.5,2.0,94.0,7.0,999.0,1,0,0,0
5,1,12,1,32.0,1,182.2,78.0,1.0,9.1,2.0,91.0,7.0,1007.0,0,0,0,0
6,1,12,1,25.0,1,161.4,69.2,0.9,10.2,3.0,69.0,6.0,1019.0,1,0,0,0
0,0,12,1,25.0,1,233.6,83.0,1.0,5.4,0.0,66.0,4.0,1024.0,0,0,0,0
1,0,12,1,43.0,1,300.2,90.0,1.4,4.0,0.0,73.0,5.0,1031.0,0,0,0,0
2,0,12,1,63.0,1,295.8,90.2,1.4,3.9,0.0,82.0,5.0,1032.0,1,0,0,0
3,0,12,1,79.0,1,381.4,102.9,1.8,3.7,0.0,84.0,4.0,1033.0,1,0,0,0
4,0,12,1,86.0,1,362.5,105.1,1.8,3.4,1.0,83.0,4.0,1031.0,0,0,0,0
5,1,12,1,80.0,1,351.6,98.7,2.0,3.9,3.0,80.0,5.0,1030.0,1,0,0,0
6,1,12,1,57.0,1,259.5,82.0,1.7,7.1,4.0,85.0,5.0,1028.0,1,0,0,0
0,0,12,1,52.0,1,224.4,74.7,1.5,4.7,5.0,89.0,4.0,1025.0,1,0,1,0
2,0,12,1,37.0,1,115.5,55.2,1.0,4.1,5.0,99.0,9.0,994.0,0,0,1,0
3,0,12,1,10.0,0,104.4,59.6,0.9,20.6,6.0,58.0,11.0,992.0,0,0,1,0
4,0,12,1,10.0,0,139.9,68.5,0.9,20.8,4.0,41.0,6.0,1010.0,0,0,0,0
5,1,12,1,11.0,0,121.4,70.4,0.9,18.5,4.0,69.0,5.0,1016.0,0,0,0,0
6,1,12,1,43.0,1,170.0,70.4,1.2,4.0,3.0,85.0,3.0,1020.0,0,0,1,0
0,0,1,1,38.0,1,91.3,57.4,0.9,8.8,3.0,94.0,5.0,1012.0,0,0,1,1
1,0,1,1,23.0,0,149.2,67.6,1.2,8.0,6.0,72.0,8.0,1014.0,0,0,0,0
2,0,1,1,21.0,0,216.6,83.5,1.2,4.3,4.0,73.0,6.0,1010.0,0,0,1,0
3,0,1,1,23.0,0,173.3,83.2,1.1,8.8,6.0,75.0,6.0,1007.0,0,0,0,0
4,0,1,1,50.0,1,176.2,71.9,1.2,3.8,5.0,89.0,5.0,1009.0,1,0,1,0
5,1,1,1,43.0,1,158.5,67.0,1.2,3.7,7.0,99.0,4.0,1013.0,0,0,1,1
6,1,1,1,39.0,1,138.9,53.2,1.3,3.4,8.0,99.0,7.0,1019.0,1,0,1,0
0,0,1,1,16.0,0,104.8,51.2,1.0,12.1,11.0,93.0,15.0,1021.0,0,0,1,0
4,0,1,1,35.0,1,135.7,59.9,1.6,9.2,7.0,83.0,6.0,1020.0,1,0,0,0
5,1,1,1,39.0,1,212.7,63.5,1.7,4.6,4.0,88.0,5.0,1022.0,1,0,0,0
6,1,1,1,48.0,1,148.0,55.1,1.5,7.0,3.0,93.0,4.0,1022.0,1,0,0,1
0,0,1,1,52.0,1,195.6,58.3,1.7,3.4,3.0,98.0,5.0,1022.0,1,0,1,1
1,0,1,1,47.0,1,115.3,58.5,1.4,8.3,4.0,96.0,5.0,1009.0,1,0,1,1
2,0,1,1,42.0,1,156.8,68.6,1.5,8.2,5.0,74.0,9.0,1006.0,1,0,0,0
3,0,1,1,29.0,1,189.8,79.9,1.6,13.0,6.0,57.0,7.0,1013.0,0,0,0,0
4,0,1,1,32.0,1,262.6,84.1,1.8,5.6,6.0,69.0,6.0,1009.0,0,0,0,0
5,1,1,1,51.0,1,207.0,78.7,1.5,4.5,4.0,83.0,6.0,1011.0,1,0,0,0
6,1,1,1,10.0,0,84.8,60.6,1.1,29.2,7.0,60.0,10.0,1007.0,0,0,0,0
0,0,1,1,27.0,1,132.0,64.1,1.3,18.0,6.0,59.0,7.0,1015.0,0,0,0,0
1,0,1,1,58.0,1,252.5,79.2,1.6,4.7,4.0,80.0,6.0,1022.0,1,0,0,0
2,0,1,1,54.0,1,168.6,72.2,1.5,7.8,6.0,77.0,7.0,1031.0,0,0,0,0
3,0,1,1,61.0,1,211.4,72.8,1.7,4.3,6.0,90.0,4.0,1026.0,0,0,1,1
4,0,1,1,62.0,1,159.1,63.9,1.4,3.7,6.0,95.0,6.0,1023.0,0,0,1,0
5,1,1,1,40.0,1,132.8,56.8,1.5,6.9,7.0,96.0,8.0,1030.0,1,0,1,0
6,1,1,1,39.0,1,150.4,56.7,1.4,5.1,4.0,100.0,4.0,1034.0,1,0,0,1
4,0,2,1,24.0,0,144.8,57.5,0.9,4.7,6.0,94.0,7.0,1004.0,0,0,0,0
6,1,2,1,26.0,1,92.6,58.1,0.6,17.5,4.0,79.0,5.0,1014.0,1,0,1,0
0,0,2,1,21.0,0,102.1,59.3,0.6,14.5,5.0,80.0,8.0,1021.0,0,0,1,0
3,0,2,1,24.0,0,111.8,62.1,1.0,7.4,6.0,85.0,5.0,1013.0,1,0,0,0
4,0,2,1,23.0,0,124.1,65.1,0.8,12.6,7.0,80.0,6.0,1015.0,0,0,1,0
5,1,2,1,31.0,1,83.5,56.5,0.7,25.5,6.0,80.0,8.0,1012.0,0,0,1,0
6,1,2,1,34.0,1,93.2,56.6,0.7,22.2,5.0,82.0,5.0,1011.0,1,0,0,0
0,0,2,1,41.0,1,89.5,58.3,0.7,20.1,5.0,76.0,8.0,1010.0,0,0,0,0
1,0,2,1,14.0,0,95.8,59.2,0.6,30.1,4.0,67.0,5.0,1013.0,0,0,0,0
2,0,2,1,24.0,0,128.3,69.3,0.7,16.2,3.0,58.0,5.0,1015.0,0,0,0,0
3,0,2,1,39.0,1,143.0,69.6,0.8,12.3,3.0,63.0,4.0,1022.0,0,0,0,0
4,0,2,1,66.0,1,235.0,80.6,1.2,4.1,4.0,70.0,5.0,1024.0,0,0,0,0
5,1,2,1,45.0,1,128.6,66.1,0.8,8.4,6.0,70.0,5.0,1022.0,0,0,0,0
6,1,2,1,44.0,1,79.4,53.8,0.7,23.4,5.0,85.0,7.0,1019.0,1,0,1,0
0,0,2,1,18.0,0,66.8,47.8,0.6,34.8,5.0,68.0,6.0,1018.0,0,0,1,0
1,0,2,1,37.0,1,117.0,66.8,0.8,21.6,4.0,69.0,4.0,1010.0,0,0,0,0
2,0,2,1,37.0,1,115.9,64.0,0.8,22.1,5.0,68.0,6.0,1009.0,0,0,0,0
3,0,2,1,28.0,1,82.8,54.1,0.8,19.1,4.0,78.0,4.0,1008.0,0,0,1,0
4,0,2,1,25.0,1,150.0,70.6,0.9,12.1,3.0,94.0,5.0,1009.0,0,1,1,1
5,1,2,1,31.0,1,125.2,62.7,0.9,14.6,6.0,81.0,4.0,1010.0,0,0,1,0
6,1,2,1,15.0,0,63.7,48.9,0.6,46.0,2.0,75.0,20.0,1013.0,0,1,0,0
3,0,3,2,57.0,1,129.3,74.9,0.8,20.6,-2.0,94.0,5.0,1013.0,0,1,0,1
4,0,3,2,67.0,1,150.2,79.4,1.0,10.9,0.0,94.0,8.0,999.0,0,1,1,0
5,1,3,2,42.0,1,152.9,77.7,1.1,9.2,0.0,98.0,6.0,999.0,1,1,1,0
6,1,3,2,36.0,1,93.6,67.3,1.0,20.2,2.0,97.0,6.0,1004.0,1,0,1,0
0,0,3,2,48.0,1,182.4,72.4,1.4,5.4,5.0,94.0,5.0,999.0,0,0,1,1
1,0,3,2,47.0,1,147.1,75.4,1.3,11.8,6.0,95.0,5.0,993.0,1,0,1,1
2,0,3,2,41.0,1,146.6,70.5,1.2,7.6,6.0,94.0,7.0,999.0,1,0,1,0
5,1,3,2,7.0,0,91.9,65.8,0.9,35.3,9.0,93.0,5.0,1014.0,0,0,1,1
6,1,3,2,17.0,0,73.8,52.3,0.9,25.3,9.0,99.0,7.0,1004.0,0,0,1,0
0,0,3,2,18.0,0,102.2,55.3,1.1,13.8,9.0,88.0,7.0,1002.0,0,0,1,0
1,0,3,2,30.0,1,134.0,65.6,1.4,19.3,11.0,76.0,5.0,1006.0,1,0,0,0
2,0,3,2,19.0,0,126.1,68.7,1.2,34.9,12.0,58.0,7.0,1010.0,0,0,0,0
3,0,3,2,19.0,0,103.6,65.6,1.0,25.0,8.0,88.0,10.0,1005.0,0,0,1,0
4,0,3,2,9.0,0,82.2,60.5,1.1,38.3,10.0,77.0,7.0,1002.0,0,0,1,0
5,1,3,2,15.0,0,75.2,59.9,1.0,34.9,9.0,93.0,10.0,995.0,0,0,1,0
6,1,3,2,8.0,0,64.1,52.2,0.9,42.6,7.0,94.0,10.0,996.0,0,0,1,0
0,0,3,2,16.0,0,72.0,51.8,1.0,34.6,4.0,91.0,10.0,1001.0,0,0,1,0
1,0,3,2,22.0,0,79.0,54.7,1.0,40.0,6.0,78.0,9.0,1006.0,0,0,1,0
2,0,3,2,22.0,0,73.4,56.7,1.0,51.3,6.0,64.0,8.0,1018.0,0,0,1,0
3,0,3,2,25.0,1,84.2,64.0,1.1,42.4,6.0,55.0,8.0,1014.0,0,0,0,0
4,0,3,2,35.0,1,121.7,75.2,1.2,24.7,7.0,61.0,7.0,1003.0,0,0,0,0
5,1,3,2,26.0,1,67.5,56.1,1.0,43.3,8.0,59.0,11.0,1004.0,0,0,0,0
6,1,3,2,21.0,0,53.0,45.9,1.0,58.3,9.0,54.0,8.0,1007.0,0,0,0,0
0,0,3,2,43.0,1,119.7,74.0,1.3,35.4,10.0,58.0,6.0,1010.0,0,0,0,0
1,0,3,2,38.0,1,129.6,77.6,1.4,35.0,11.0,56.0,5.0,1012.0,0,0,0,0
2,0,3,2,30.0,1,75.1,61.1,1.2,44.7,11.0,67.0,6.0,1010.0,0,0,0,0
3,0,3,2,45.0,1,89.1,61.5,1.2,21.2,12.0,80.0,7.0,1006.0,0,0,1,0
4,0,3,2,30.0,1,61.2,44.4,1.1,33.8,13.0,74.0,12.0,1005.0,0,0,1,0
5,1,3,2,13.0,0,51.1,41.7,1.0,45.8,11.0,75.0,10.0,997.0,0,0,1,0
6,1,4,2,8.0,0,48.8,41.3,0.9,64.4,13.0,47.0,11.0,1005.0,0,0,0,0
0,0,4,2,8.0,0,54.1,45.5,1.0,55.8,12.0,51.0,6.0,1015.0,0,0,0,0
2,0,4,2,13.0,0,85.9,59.2,1.2,27.1,10.0,95.0,8.0,1015.0,0,0,1,0
3,0,4,2,23.0,0,72.7,50.6,1.3,31.9,13.0,81.0,10.0,1014.0,0,0,1,0
4,0,4,2,33.0,1,83.7,56.5,1.3,37.8,14.0,72.0,6.0,1019.0,0,0,0,0
5,1,4,2,35.0,1,66.8,51.6,1.2,53.8,15.0,67.0,6.0,1018.0,0,0,0,0
6,1,4,2,23.0,0,46.2,40.5,1.1,64.2,15.0,60.0,10.0,1015.0,0,0,0,0
0,0,4,2,14.0,0,66.4,50.1,1.0,46.6,13.0,79.0,6.0,1010.0,0,0,1,0
1,0,4,2,16.0,0,68.9,47.1,0.7,35.3,11.0,92.0,7.0,1009.0,0,0,1,0
2,0,4,2,11.0,0,86.9,55.6,0.7,23.7,11.0,89.0,8.0,1008.0,0,0,1,0
3,0,4,2,9.0,0,77.3,51.6,0.7,47.8,11.0,88.0,12.0,1005.0,0,0,1,0
4,0,4,2,11.0,0,76.2,52.2,0.7,50.1,12.0,81.0,5.0,1013.0,0,0,1,0
5,1,4,2,15.0,0,80.5,54.1,0.7,39.2,14.0,69.0,4.0,1020.0,0,0,0,0
6,1,4,2,19.0,0,82.4,50.1,0.9,18.8,14.0,74.0,4.0,1013.0,0,0,1,0
0,0,4,2,17.0,0,81.2,50.3,0.8,32.4,17.0,67.0,4.0,1011.0,0,0,0,0
1,0,4,2,23.0,0,80.0,49.1,0.8,38.3,18.0,66.0,7.0,1020.0,0,0,0,0
2,0,4,2,20.0,0,85.8,57.4,0.8,49.3,19.0,62.0,7.0,1027.0,0,0,0,0
3,0,4,2,24.0,0,83.0,61.5,0.8,52.7,19.0,57.0,6.0,1027.0,0,0,0,0
4,0,4,2,28.0,1,85.0,68.5,0.9,56.3,20.0,55.0,5.0,1024.0,0,0,0,0
5,1,4,2,31.0,1,82.0,60.2,0.8,57.3,21.0,54.0,5.0,1019.0,0,0,0,0
6,1,4,2,21.0,0,43.6,39.2,0.6,87.3,20.0,52.0,6.0,1017.0,0,0,0,0
0,0,4,2,20.0,0,56.1,48.7,0.7,72.7,20.0,56.0,6.0,1016.0,0,0,0,0
1,0,4,2,18.0,0,46.3,41.1,0.7,79.6,21.0,53.0,7.0,1016.0,0,0,0,0
2,0,4,2,15.0,0,32.6,28.9,0.5,87.2,22.0,48.0,9.0,1015.0,0,0,0,0
3,0,4,2,16.0,0,40.7,36.2,0.7,77.9,21.0,58.0,9.0,1011.0,0,0,0,0
4,0,4,2,16.0,0,50.2,42.6,0.7,59.2,19.0,63.0,14.0,1014.0,0,0,0,0
5,1,4,2,19.0,0,45.8,39.6,0.6,65.2,20.0,62.0,7.0,1013.0,0,0,1,0
6,1,4,2,19.0,0,34.8,30.9,0.6,81.3,21.0,59.0,13.0,1009.0,0,0,1,0
0,0,4,2,8.0,0,28.3,24.6,0.5,85.5,18.0,47.0,12.0,1009.0,0,0,1,0
1,0,5,2,3.0,0,32.7,28.7,0.5,71.6,15.0,56.0,10.0,1012.0,0,0,1,0
2,0,5,2,9.0,0,70.0,42.8,0.8,36.3,13.0,89.0,5.0,1010.0,0,0,1,0
3,0,5,2,13.0,0,91.1,39.3,1.0,16.7,15.0,91.0,7.0,1006.0,0,0,1,0
4,0,5,2,17.0,0,76.5,47.2,0.9,41.2,18.0,83.0,9.0,1010.0,0,0,1,0
5,1,5,2,14.0,0,53.5,42.6,0.7,50.9,19.0,71.0,6.0,1016.0,0,0,0,0
6,1,5,2,17.0,0,54.3,41.4,0.8,56.7,20.0,75.0,7.0,1016.0,1,0,0,0
0,0,5,2,12.0,0,49.7,43.0,0.7,65.8,20.0,66.0,9.0,1015.0,0,0,1,0
1,0,5,2,11.0,0,60.7,43.7,0.7,64.2,20.0,67.0,8.0,1009.0,0,0,1,0
2,0,5,2,12.0,0,54.6,44.7,0.8,68.5,18.0,78.0,8.0,1007.0,0,0,1,0
0,0,5,2,4.0,0,45.9,37.4,0.3,69.0,15.0,65.0,10.0,1010.0,0,0,1,0
1,0,5,2,4.0,0,47.0,38.6,0.3,54.4,14.0,72.0,11.0,1010.0,0,0,1,0
2,0,5,2,9.0,0,46.0,38.5,0.3,58.3,16.0,74.0,7.0,1012.0,0,0,1,0
3,0,5,2,17.0,0,57.3,44.4,0.3,54.9,19.0,69.0,7.0,1015.0,1,0,1,0
4,0,5,2,14.0,0,64.5,50.2,0.4,61.0,20.0,63.0,7.0,1016.0,0,0,1,0
5,1,5,2,16.0,0,60.5,51.3,0.3,61.6,20.0,62.0,9.0,1016.0,0,0,0,0
6,1,5,2,5.0,0,39.2,34.2,0.2,77.6,19.0,69.0,9.0,1016.0,0,0,1,0
0,0,5,2,7.0,0,52.4,39.5,0.3,64.9,19.0,72.0,8.0,1015.0,0,0,1,0
1,0,5,2,17.0,0,56.7,44.2,0.4,52.8,17.0,85.0,6.0,1014.0,0,0,1,0
2,0,5,2,17.0,0,58.3,43.4,0.4,56.8,20.0,73.0,5.0,1016.0,0,0,1,0
3,0,5,2,15.0,0,55.7,44.3,0.3,62.0,22.0,67.0,5.0,1016.0,0,0,0,0
